,Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
431,Isaiah Roby,SF,21.0,OKC,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,21.0,1.0,2,-20.2,0.0,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,,0.0,0.0,0.0,-0.542,,-22.6,-5.9,-28.5,0.0
432,Rajon Rondo,PG,33.0,LAL,35.0,2.0,21.0,2.9,7.1,0.41200000000000003,0.9,2.7,0.319,2.1,4.5,.468,0.47200000000000003,0.7,0.9,0.742,0.5,2.9,3.4,5.4,0.8,0.1,2.1,1.1,7.4,PG,33.0,35.0,735,12.9,0.491,.376,.124,2.4,14.8,8.8,34.3,1.9,0.2,21.5,19.3,,0.1,0.9,1.1,.071,,-1.7,-0.3,-2.0,0.0
433,Derrick Rose,PG,31.0,DET,44.0,10.0,26.4,7.5,15.1,0.498,0.9,3.0,0.315,6.6,12.2,.543,0.529,2.5,2.9,0.8590000000000001,0.5,2.0,2.5,5.8,0.8,0.3,2.5,1.0,18.5,PG,31.0,44.0,1163,21.9,0.564,.195,.192,2.3,8.5,5.4,40.7,1.5,0.9,13.0,30.9,,2.3,0.6,2.8,.116,,3.3,-2.5,0.7,0.8
434,Terrence Ross,SG,28.0,ORL,50.0,0.0,26.4,4.5,11.6,0.386,2.2,6.9,0.32299999999999995,2.3,4.7,.479,0.48200000000000004,2.1,2.5,0.8370000000000001,0.2,2.9,3.1,1.1,1.1,0.3,0.9,1.5,13.2,SG,28.0,50.0,1320,12.7,0.522,.593,.212,0.9,12.0,6.2,6.5,2.0,1.2,6.9,22.5,,0.1,1.6,1.7,.063,,-0.8,-1.3,-2.1,0.0
435,Terry Rozier,PG,25.0,CHO,51.0,51.0,34.3,6.3,15.0,0.42,2.6,6.8,0.38799999999999996,3.7,8.2,.446,0.508,2.8,3.2,0.867,0.8,3.7,4.5,4.2,1.1,0.2,2.4,2.1,18.0,PG,25.0,51.0,1747,14.8,0.5489999999999999,.452,.216,2.5,12.2,7.1,20.9,1.6,0.4,12.7,24.0,,1.4,0.8,2.2,.059,,1.0,-1.8,-0.8,0.5
436,Ricky Rubio,PG,29.0,PHO,44.0,44.0,31.6,4.4,10.9,0.4,1.1,3.3,0.336,3.3,7.7,.427,0.45,2.4,3.0,0.8170000000000001,0.7,3.7,4.4,8.7,1.4,0.2,2.6,2.5,12.3,PG,29.0,44.0,1392,14.7,0.501,.298,.273,2.4,13.1,7.7,38.5,2.1,0.6,17.5,19.9,,1.2,1.3,2.5,.086,,-0.4,-0.3,-0.7,0.5
437,D'Angelo Russell,SG,23.0,GSW,33.0,33.0,32.1,8.3,19.2,0.43,3.6,9.7,0.374,4.6,9.5,.487,0.524,3.4,4.4,0.785,0.4,3.3,3.7,6.2,0.9,0.3,3.1,1.9,23.6,SG,23.0,33.0,1060,19.4,0.5579999999999999,.506,.227,1.4,11.3,6.1,36.4,1.4,0.8,12.6,32.1,,1.0,0.4,1.4,.064,,4.8,-3.1,1.8,1.0
438,Domantas Sabonis,C,23.0,IND,49.0,49.0,34.6,7.3,13.4,0.542,0.2,1.0,0.235,7.0,12.4,.567,0.551,3.4,4.7,0.728,3.2,9.5,12.7,4.7,0.8,0.5,2.8,3.3,18.3,C,23.0,49.0,1697,20.7,0.588,.077,.352,10.3,30.3,20.3,20.5,1.1,1.3,15.4,23.4,,3.3,2.6,5.9,.166,,1.5,2.5,4.0,2.5
439,JaKarr Sampson,SF,26.0,IND,18.0,10.0,13.8,1.9,3.3,0.593,0.1,0.6,0.182,1.8,2.7,.688,0.61,0.2,0.6,0.4,0.6,1.8,2.4,0.2,0.3,0.4,0.3,1.7,4.2,SF,26.0,18.0,248,11.1,0.599,.186,.169,4.9,14.3,9.6,2.2,1.2,2.8,8.6,12.3,,0.2,0.3,0.5,.098,,-2.4,0.3,-2.1,0.0
440,Dario Šarić,PF,25.0,PHO,48.0,43.0,24.8,3.6,8.1,0.442,1.2,3.9,0.314,2.4,4.3,.558,0.517,1.2,1.4,0.853,1.5,4.5,6.0,1.9,0.6,0.3,1.2,2.2,9.6,PF,25.0,48.0,1189,12.6,0.5489999999999999,.473,.174,6.6,20.3,13.3,10.7,1.2,0.9,12.3,17.1,,0.9,1.1,2.0,.081,,-0.7,0.0,-0.7,0.4
441,Tomáš Satoranský,PG,28.0,CHI,53.0,53.0,28.5,3.7,8.3,0.44299999999999995,1.1,3.1,0.33899999999999997,2.6,5.2,.505,0.507,1.7,1.9,0.88,1.0,2.7,3.7,5.3,1.3,0.1,2.0,2.0,10.1,PG,28.0,53.0,1513,14.2,0.551,.373,.226,3.7,10.7,7.0,27.2,2.2,0.4,17.6,16.7,,1.7,1.5,3.2,.103,,-0.2,-0.1,-0.3,0.6
442,Admiral Schofield,SF,22.0,WAS,26.0,2.0,11.2,1.2,2.9,0.4,0.5,1.8,0.298,0.6,1.1,.571,0.493,0.3,0.5,0.6920000000000001,0.2,1.1,1.3,0.5,0.3,0.1,0.3,1.6,3.2,SF,22.0,26.0,292,6.9,0.514,.627,.173,2.2,10.8,6.3,6.1,1.3,0.9,8.0,12.5,,0.1,0.0,0.1,.013,,-2.0,-2.6,-4.6,-0.2
443,Dennis Schröder,PG,26.0,OKC,51.0,1.0,31.1,7.2,15.1,0.47700000000000004,2.0,5.3,0.387,5.2,9.9,.525,0.544,2.8,3.4,0.8320000000000001,0.3,3.5,3.9,4.1,0.6,0.2,2.6,2.2,19.3,PG,26.0,51.0,1587,17.2,0.58,.348,.224,1.2,12.1,6.9,22.3,1.0,0.6,13.7,27.3,,1.7,1.4,3.1,.094,,1.3,-1.6,-0.3,0.7
444,Mike Scott,PF,31.0,PHI,53.0,7.0,17.4,2.0,5.1,0.401,1.2,3.3,0.34700000000000003,0.9,1.8,.505,0.515,0.5,0.5,0.889,0.8,2.6,3.4,0.6,0.3,0.1,0.4,1.2,5.7,PF,31.0,53.0,924,9.9,0.536,.654,.100,5.2,16.4,10.8,4.5,0.9,0.4,6.6,14.0,,0.7,1.0,1.7,.088,,-1.5,-1.3,-2.8,-0.2
445,Thabo Sefolosha,PF,35.0,HOU,36.0,0.0,10.8,1.0,2.3,0.439,0.4,1.4,0.306,0.6,0.9,.636,0.53,0.0,0.2,0.16699999999999998,0.6,1.8,2.4,0.6,0.5,0.3,0.4,1.1,2.4,PF,35.0,36.0,390,10.1,0.52,.598,.073,5.6,17.5,11.5,7.7,2.1,2.2,13.3,10.3,,0.2,0.5,0.7,.085,,-2.6,1.3,-1.3,0.1
446,Collin Sexton,SG,21.0,CLE,52.0,52.0,32.3,7.7,16.6,0.46299999999999997,1.3,3.6,0.37,6.3,12.9,.490,0.504,3.2,3.7,0.855,1.0,2.2,3.2,2.6,1.0,0.1,2.2,2.0,19.9,SG,21.0,52.0,1677,16.1,0.546,.220,.224,3.5,7.6,5.5,13.8,1.5,0.4,10.6,27.0,,1.5,0.2,1.7,.048,,0.0,-3.0,-3.0,-0.4
447,Landry Shamet,SG,22.0,LAC,34.0,23.0,28.6,3.4,7.9,0.429,2.4,6.0,0.39899999999999997,1.0,1.9,.523,0.58,1.1,1.2,0.905,0.1,2.0,2.1,1.9,0.4,0.2,0.8,3.1,10.3,SG,22.0,34.0,971,9.4,0.609,.757,.157,0.4,7.0,3.8,9.0,0.7,0.5,8.6,13.3,,1.4,0.8,2.1,.105,,1.1,-0.9,0.2,0.5
448,Marial Shayok,SG,24.0,PHI,2.0,0.0,5.0,0.5,2.5,0.2,0.5,1.5,0.33299999999999996,0.0,1.0,.000,0.3,0.0,0.0,0.0,0.0,1.5,1.5,0.5,0.0,0.0,0.5,0.0,1.5,SG,24.0,2.0,10,-1.9,0.3,.600,.000,0.0,32.7,16.5,13.5,0.0,0.0,16.7,25.9,,-0.1,0.0,0.0,-0.221,,-12.2,-2.7,-14.9,0.0
449,Iman Shumpert,SG,29.0,BRK,13.0,0.0,18.5,1.6,4.9,0.32799999999999996,0.6,2.5,0.242,1.0,2.4,.419,0.391,0.3,0.5,0.5710000000000001,0.7,1.9,2.6,0.9,0.9,0.2,0.8,1.6,4.2,SG,29.0,13.0,241,5.3,0.40299999999999997,.516,.109,4.0,10.3,7.2,6.7,2.3,0.7,13.0,13.4,,-0.3,0.3,0.0,.000,,-4.8,0.9,-3.9,-0.1
450,Pascal Siakam,PF,25.0,TOR,41.0,41.0,34.9,8.7,19.0,0.456,2.1,5.8,0.361,6.6,13.2,.497,0.511,4.0,5.0,0.809,1.2,6.4,7.6,3.4,1.0,0.9,2.5,2.8,23.5,PF,25.0,41.0,1431,18.8,0.5529999999999999,.305,.261,3.7,18.9,11.4,16.4,1.4,2.5,10.4,29.1,,1.4,2.4,3.8,.129,,0.3,1.0,1.3,1.2
451,Chris Silva,PF,23.0,MIA,35.0,0.0,7.9,1.1,1.7,0.6609999999999999,0.0,0.1,0.0,1.1,1.6,.684,0.6609999999999999,0.9,1.3,0.6890000000000001,1.4,1.5,2.9,0.5,0.3,0.5,0.9,2.1,3.1,PF,23.0,35.0,276,17.7,0.6920000000000001,.034,.763,21.0,19.6,20.3,8.7,1.6,6.0,27.6,17.4,,0.6,0.5,1.1,.184,,-0.1,2.9,2.8,0.3
452,Ben Simmons,PG,23.0,PHI,51.0,51.0,36.2,6.7,11.4,0.588,0.0,0.1,0.33299999999999996,6.6,11.3,.591,0.59,3.3,5.3,0.625,2.0,5.9,7.8,8.3,2.2,0.6,3.5,3.3,16.7,PG,23.0,51.0,1846,20.7,0.61,.010,.464,6.0,17.6,11.9,34.7,2.9,1.4,20.6,20.6,,3.7,3.2,7.0,.181,,1.8,3.3,5.1,3.3
453,Anfernee Simons,SG,20.0,POR,53.0,4.0,22.1,3.4,8.2,0.41100000000000003,1.1,3.3,0.322,2.3,4.8,.473,0.47700000000000004,1.1,1.4,0.8059999999999999,0.4,2.0,2.4,1.5,0.3,0.2,1.0,1.9,8.9,SG,20.0,53.0,1173,9.2,0.507,.409,.166,1.8,9.2,5.6,9.3,0.7,0.6,9.9,18.6,,0.1,0.2,0.2,.010,,-2.0,-2.6,-4.6,-0.8
454,Alen Smailagić,PF,19.0,GSW,9.0,0.0,10.2,1.8,3.2,0.552,0.2,1.0,0.222,1.6,2.2,.700,0.586,0.9,1.1,0.8,0.8,1.7,2.4,0.9,0.1,0.3,0.6,1.1,4.7,PF,19.0,9.0,92,17.0,0.629,.310,.345,7.8,18.1,12.8,14.1,0.5,2.9,13.0,17.8,,0.2,0.1,0.2,.124,,-0.5,-1.1,-1.6,0.0
455,Marcus Smart,SG,25.0,BOS,40.0,28.0,31.5,4.2,11.0,0.379,2.3,6.4,0.35,1.9,4.5,.420,0.48200000000000004,1.8,2.1,0.835,0.7,2.9,3.6,4.9,1.5,0.5,1.6,2.5,12.3,SG,25.0,40.0,1260,13.8,0.519,.587,.194,2.5,9.9,6.2,21.2,2.3,1.5,11.5,18.2,,1.3,1.8,3.2,.120,,1.3,0.7,2.0,1.3
456,Dennis Smith,PG,22.0,NYK,27.0,2.0,16.0,2.0,6.1,0.335,0.5,1.8,0.292,1.5,4.3,.353,0.37799999999999995,0.8,1.7,0.478,0.6,1.6,2.3,3.0,0.7,0.3,1.7,2.0,5.4,PG,22.0,27.0,432,7.2,0.396,.293,.280,4.0,11.2,7.4,27.2,2.0,1.7,19.6,22.5,,-1.0,0.3,-0.7,-0.079,,-5.0,-0.7,-5.7,-0.4
457,Ish Smith,PG,31.0,WAS,50.0,13.0,26.3,4.6,10.0,0.461,0.9,2.5,0.36200000000000004,3.7,7.4,.495,0.507,0.9,1.3,0.672,0.5,2.6,3.1,4.7,0.8,0.4,1.3,1.5,11.0,PG,31.0,50.0,1315,14.2,0.521,.255,.128,1.9,11.3,6.4,25.0,1.5,1.2,11.1,18.7,,1.3,0.1,1.4,.050,,-0.4,-2.1,-2.6,-0.2
458,Zhaire Smith,SG,20.0,PHI,7.0,0.0,4.6,0.4,1.6,0.273,0.0,0.4,0.0,0.4,1.1,.375,0.273,0.3,0.6,0.5,0.0,0.3,0.3,0.3,0.4,0.0,0.3,0.6,1.1,SG,20.0,7.0,32,1.1,0.313,.273,.364,0.0,6.8,3.4,8.4,4.5,0.0,13.6,19.9,,-0.1,0.1,-0.1,-0.111,,-9.7,0.1,-9.6,-0.1
459,Tony Snell,SF,28.0,DET,47.0,45.0,27.1,2.9,6.5,0.44299999999999995,1.8,4.4,0.40399999999999997,1.1,2.1,.526,0.58,0.4,0.4,1.0,0.1,1.7,1.8,1.7,0.5,0.2,0.4,1.6,8.0,SF,28.0,47.0,1272,9.4,0.597,.682,.069,0.5,7.0,3.7,9.0,0.8,0.7,6.3,11.4,,1.6,0.3,1.9,.072,,0.2,-1.6,-1.4,0.2
460,Omari Spellman,PF,22.0,GSW,49.0,3.0,18.1,2.6,6.0,0.431,0.9,2.2,0.391,1.7,3.8,.454,0.503,1.5,1.9,0.7929999999999999,1.6,2.9,4.5,1.0,0.7,0.5,1.1,1.3,7.6,PF,22.0,49.0,886,14.5,0.551,.373,.312,8.9,17.8,13.2,8.2,1.8,2.4,13.9,18.7,,0.5,0.7,1.3,.069,,-1.8,-0.3,-2.1,0.0
461,Max Strus,SG,23.0,CHI,2.0,0.0,3.0,1.0,1.5,0.667,0.0,0.5,0.0,1.0,1.0,1.000,0.667,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5,SG,23.0,2.0,6,30.8,0.727,.333,.333,17.4,0.0,9.1,0.0,0.0,0.0,0.0,24.5,,0.0,0.0,0.0,.321,,7.1,-9.5,-2.4,0.0
462,Edmond Sumner,PG,24.0,IND,19.0,2.0,13.7,1.8,4.2,0.43799999999999994,0.4,1.4,0.308,1.4,2.8,.500,0.488,0.4,0.7,0.615,0.4,1.0,1.4,1.5,0.6,0.3,0.7,1.4,4.5,PG,24.0,19.0,260,10.6,0.502,.325,.163,3.4,8.1,5.8,14.6,2.3,2.0,14.0,16.9,,0.0,0.3,0.3,.052,,-2.4,0.5,-1.9,0.0
463,Caleb Swanigan,PF,22.0,TOT,15.0,1.0,10.3,1.1,2.0,0.5329999999999999,0.0,0.1,0.0,1.1,1.9,.552,0.5329999999999999,0.2,0.5,0.375,1.0,2.9,3.9,0.8,0.1,0.3,1.2,1.9,2.3,PF,22.0,15.0,154,7.2,0.522,.033,.267,10.2,28.8,19.6,10.3,0.3,2.9,34.9,14.3,,-0.2,0.1,0.0,-0.011,,-6.1,1.2,-4.9,-0.1
464,Caleb Swanigan,PF,22.0,SAC,7.0,0.0,3.3,0.3,0.6,0.5,0.0,0.0,0.0,0.3,0.6,.500,0.5,0.1,0.3,0.5,0.3,0.7,1.0,0.3,0.1,0.3,0.9,1.1,0.7,PF,22.0,7.0,23,0.0,0.512,.000,.500,9.6,25.3,17.2,11.8,2.1,8.3,55.1,20.6,,-0.1,0.0,-0.1,-0.177,,-12.9,5.8,-7.0,0.0
465,Caleb Swanigan,PF,22.0,POR,8.0,1.0,16.4,1.8,3.3,0.5379999999999999,0.0,0.1,0.0,1.8,3.1,.560,0.5379999999999999,0.3,0.8,0.33299999999999996,1.6,4.8,6.4,1.3,0.0,0.4,1.5,2.6,3.8,PF,22.0,8.0,131,8.5,0.524,.038,.231,10.4,29.4,20.0,10.1,0.0,1.9,29.5,13.1,,-0.1,0.1,0.0,.018,,-4.9,0.4,-4.5,-0.1
466,Jayson Tatum,PF,21.0,BOS,47.0,47.0,33.8,8.0,18.3,0.439,2.6,6.8,0.382,5.4,11.5,.472,0.51,3.5,4.2,0.8420000000000001,1.0,5.8,6.8,3.0,1.4,0.9,2.1,2.0,22.1,PF,21.0,47.0,1590,19.5,0.551,.371,.228,3.2,18.2,10.8,14.2,1.9,2.4,9.6,28.1,,2.0,2.7,4.6,.139,,1.2,0.7,1.9,1.6
467,Jeff Teague,PG,31.0,TOT,45.0,16.0,26.6,3.8,8.9,0.429,0.8,2.2,0.37,3.0,6.6,.448,0.475,3.3,3.8,0.871,0.5,2.0,2.5,5.7,0.8,0.3,2.2,2.0,11.7,PG,31.0,45.0,1197,15.0,0.557,.251,.429,1.8,8.3,5.0,32.0,1.4,1.0,17.0,19.7,,1.7,0.6,2.3,.091,,-0.8,-2.3,-3.1,-0.3
468,Jeff Teague,PG,31.0,MIN,34.0,13.0,27.8,4.3,9.5,0.44799999999999995,1.0,2.6,0.379,3.3,7.0,.473,0.498,3.7,4.2,0.868,0.4,2.1,2.6,6.1,0.7,0.4,2.2,2.1,13.2,PG,31.0,34.0,945,16.2,0.578,.269,.444,1.6,8.4,4.9,33.2,1.2,1.1,16.4,20.3,,1.8,0.5,2.3,.115,,0.1,-2.4,-2.3,-0.1
469,Jeff Teague,PG,31.0,ATL,11.0,3.0,22.9,2.4,6.8,0.34700000000000003,0.4,1.2,0.308,2.0,5.6,.355,0.373,2.2,2.5,0.889,0.5,1.7,2.3,4.5,1.1,0.2,1.9,1.6,7.3,PG,31.0,11.0,252,10.2,0.46,.173,.360,2.5,8.2,5.3,27.4,2.2,0.7,19.5,17.8,,-0.1,0.1,0.0,.001,,-4.2,-1.8,-6.0,-0.3
470,Garrett Temple,SG,33.0,BRK,45.0,31.0,28.4,3.6,9.6,0.377,2.0,6.3,0.324,1.6,3.3,.480,0.484,1.0,1.3,0.75,0.6,2.8,3.4,2.4,0.8,0.4,1.2,1.8,10.3,SG,33.0,45.0,1277,9.8,0.505,.657,.139,2.1,9.9,6.1,12.2,1.4,1.3,10.2,16.7,,0.2,1.3,1.5,.057,,-1.2,0.1,-1.1,0.3
471,Daniel Theis,C,27.0,BOS,45.0,44.0,22.6,3.3,6.0,0.55,0.4,1.3,0.317,2.9,4.7,.616,0.585,1.0,1.5,0.701,2.0,4.1,6.1,1.6,0.7,1.4,0.8,3.3,8.1,C,27.0,45.0,1016,17.1,0.606,.221,.247,9.6,19.4,14.5,9.8,1.4,5.7,11.0,14.2,,2.1,1.9,4.0,.190,,0.7,3.9,4.6,1.7
472,Isaiah Thomas,PG,30.0,WAS,40.0,37.0,23.1,4.4,10.7,0.408,2.0,4.7,0.413,2.4,5.9,.405,0.5,1.6,1.9,0.816,0.3,1.4,1.7,3.7,0.3,0.2,1.9,1.9,12.2,PG,30.0,40.0,925,11.8,0.531,.444,.178,1.3,7.0,4.0,22.7,0.7,0.6,14.4,24.1,,0.2,-0.3,-0.1,-0.004,,-0.7,-5.0,-5.8,-0.9
473,Khyri Thomas,SG,23.0,DET,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,SG,23.0,2.0,6,3.9,0.568,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,,0.0,0.0,0.0,.027,,-4.7,-3.0,-7.7,0.0
474,Matt Thomas,SG,25.0,TOR,21.0,0.0,10.6,1.6,3.3,0.478,1.1,2.4,0.46,0.5,0.9,.526,0.645,0.2,0.3,0.7140000000000001,0.2,1.0,1.2,0.6,0.2,0.0,0.4,0.9,4.5,SG,25.0,21.0,223,12.1,0.652,.725,.101,1.9,10.2,6.1,7.8,0.9,0.0,10.0,15.4,,0.3,0.2,0.6,.123,,0.6,-2.0,-1.4,0.0
475,Tristan Thompson,C,28.0,CLE,48.0,48.0,31.0,5.0,9.8,0.508,0.1,0.2,0.33299999999999996,4.9,9.6,.512,0.512,1.8,2.9,0.638,4.1,6.3,10.4,2.1,0.6,0.9,2.0,2.3,11.9,C,28.0,48.0,1486,16.5,0.536,.019,.292,14.7,22.5,18.6,10.1,1.0,2.5,15.0,18.0,,1.6,0.8,2.4,.077,,-0.9,0.8,-0.1,0.7
476,Matisse Thybulle,SG,22.0,PHI,45.0,10.0,20.4,1.7,4.2,0.405,1.0,2.7,0.37200000000000005,0.7,1.5,.464,0.524,0.5,0.8,0.639,0.5,1.0,1.5,1.2,1.5,0.9,0.9,2.3,4.9,SG,22.0,45.0,919,9.7,0.539,.637,.189,2.8,5.5,4.1,7.9,3.5,3.6,16.3,11.5,,0.0,1.7,1.7,.088,,-1.6,3.3,1.7,0.9
477,Anthony Tolliver,PF,34.0,TOT,41.0,9.0,15.1,1.1,3.2,0.344,0.8,2.5,0.311,0.3,0.7,.464,0.466,0.3,0.5,0.667,0.7,2.2,2.9,0.8,0.3,0.2,0.6,1.4,3.3,PF,34.0,41.0,619,6.8,0.485,.786,.160,4.9,14.9,10.0,6.6,0.9,1.4,14.6,11.3,,0.0,0.3,0.3,.021,,-2.0,-0.6,-2.6,-0.1
478,Anthony Tolliver,PF,34.0,POR,33.0,9.0,16.8,1.3,3.5,0.368,0.9,2.7,0.337,0.4,0.8,.464,0.496,0.4,0.6,0.684,0.8,2.5,3.3,0.9,0.2,0.3,0.6,1.6,3.9,PF,34.0,33.0,554,7.6,0.515,.761,.162,5.1,15.2,10.2,6.6,0.7,1.4,14.3,11.2,,0.2,0.2,0.4,.035,,-1.5,-0.7,-2.2,0.0
479,Anthony Tolliver,PF,34.0,SAC,8.0,0.0,8.1,0.3,1.8,0.14300000000000002,0.3,1.8,0.14300000000000002,0.0,0.0,,0.214,0.1,0.3,0.5,0.3,0.9,1.1,0.4,0.4,0.1,0.4,0.6,0.9,PF,34.0,8.0,65,0.3,0.235,1.000,.143,3.4,12.5,7.8,5.8,2.3,1.5,16.8,12.0,,-0.2,0.1,-0.1,-0.101,,-6.8,0.3,-6.5,-0.1
480,Karl-Anthony Towns,C,24.0,MIN,33.0,33.0,33.8,9.2,18.1,0.507,3.3,8.1,0.406,5.9,10.0,.588,0.597,5.1,6.4,0.805,2.7,8.1,10.8,4.2,0.9,1.2,3.1,3.4,26.7,C,24.0,33.0,1116,26.9,0.64,.446,.352,8.0,25.9,16.7,22.5,1.3,3.0,12.9,29.3,,3.6,1.3,5.0,.214,,6.7,1.3,8.0,2.8
481,Gary Trent,SG,21.0,POR,40.0,2.0,17.3,2.4,5.6,0.426,1.5,3.6,0.408,0.9,2.0,.457,0.556,0.4,0.5,0.889,0.4,1.1,1.5,0.9,0.6,0.3,0.3,1.2,6.6,SG,21.0,40.0,690,12.5,0.5720000000000001,.637,.081,2.4,6.5,4.5,7.4,1.7,1.2,4.5,14.9,,1.1,0.2,1.3,.090,,1.3,-1.7,-0.5,0.3
482,Allonzo Trier,PG,24.0,NYK,20.0,1.0,12.3,1.9,4.3,0.435,0.8,2.3,0.326,1.1,2.0,.564,0.524,1.6,2.0,0.795,0.2,1.1,1.3,1.2,0.1,0.2,1.0,1.2,6.0,PG,24.0,20.0,246,12.3,0.5870000000000001,.541,.459,1.6,9.8,5.6,14.6,0.4,1.5,16.4,21.0,,0.2,0.1,0.3,.053,,-1.0,-3.2,-4.2,-0.1
483,P.J. Tucker,PF,34.0,HOU,52.0,52.0,34.9,2.6,6.1,0.435,1.5,4.1,0.36,1.2,2.0,.587,0.556,0.7,0.8,0.833,1.6,5.5,7.1,1.6,1.2,0.5,1.1,3.4,7.4,PF,34.0,52.0,1815,8.8,0.5770000000000001,.670,.133,4.6,16.5,10.5,5.9,1.6,1.1,14.8,8.8,,1.4,1.8,3.2,.084,,-1.0,1.5,0.6,1.2
484,Rayjon Tucker,SG,22.0,UTA,12.0,0.0,6.2,0.7,1.6,0.42100000000000004,0.0,0.5,0.0,0.7,1.1,.615,0.42100000000000004,0.3,0.4,0.6,0.2,0.8,0.9,0.2,0.1,0.0,0.3,0.6,1.6,SG,22.0,12.0,74,4.5,0.44799999999999995,.316,.263,3.1,12.6,8.1,3.7,0.7,0.0,12.4,14.3,,-0.1,0.1,0.0,-0.008,,-5.6,-1.3,-6.9,-0.1
485,Evan Turner,PG,31.0,ATL,19.0,0.0,13.2,1.3,3.5,0.373,0.0,0.3,0.0,1.3,3.3,.403,0.373,0.6,0.7,0.857,0.4,1.6,2.0,2.0,0.5,0.4,1.4,1.1,3.3,PG,31.0,19.0,251,6.9,0.424,.075,.209,3.4,13.0,8.1,20.8,1.7,2.7,26.2,16.4,,-0.5,0.2,-0.3,-0.061,,-7.2,0.4,-6.8,-0.3
486,Myles Turner,C,23.0,IND,42.0,42.0,29.0,4.2,9.3,0.449,1.4,4.2,0.34299999999999997,2.7,5.1,.535,0.526,2.0,2.7,0.754,1.2,4.9,6.1,1.1,0.7,1.9,1.3,2.6,11.8,C,23.0,42.0,1219,14.3,0.563,.449,.292,4.7,18.5,11.6,5.4,1.2,5.8,11.1,17.9,,0.8,1.9,2.7,.104,,-1.1,2.4,1.4,1.0
487,Jonas Valančiūnas,C,27.0,MEM,49.0,49.0,25.9,6.3,10.7,0.591,0.6,1.4,0.38,5.8,9.3,.624,0.617,1.8,2.4,0.742,2.8,7.5,10.2,1.9,0.4,1.2,1.8,2.7,15.1,C,27.0,49.0,1270,22.3,0.638,.135,.228,11.5,30.3,21.1,11.4,0.8,3.9,13.5,22.0,,2.9,1.6,4.5,.171,,1.2,1.4,2.6,1.5
488,Denzel Valentine,SF,26.0,CHI,30.0,0.0,12.2,2.2,5.5,0.402,1.2,3.4,0.35600000000000004,1.0,2.1,.476,0.512,0.2,0.2,1.0,0.1,1.8,1.9,1.1,0.7,0.2,0.7,1.3,5.8,SF,26.0,30.0,366,12.7,0.52,.616,.030,1.1,16.5,8.5,14.8,2.6,1.3,10.7,21.8,,0.0,0.5,0.5,.059,,-1.3,-0.4,-1.7,0.0
489,Jarred Vanderbilt,SF,20.0,DEN,9.0,0.0,4.6,0.6,0.8,0.7140000000000001,0.0,0.0,0.0,0.6,0.8,.714,0.7140000000000001,0.0,0.0,0.0,0.3,0.6,0.9,0.2,0.3,0.1,0.8,0.7,1.1,SF,20.0,9.0,41,7.2,0.7140000000000001,.000,.000,8.0,13.5,10.7,6.6,3.6,2.2,50.0,14.7,,-0.1,0.1,0.0,-0.029,,-6.3,3.0,-3.3,0.0
490,Fred VanVleet,PG,25.0,TOR,42.0,42.0,36.0,5.9,14.5,0.408,2.7,6.8,0.397,3.2,7.7,.418,0.502,3.1,3.7,0.833,0.4,3.4,3.9,7.0,2.0,0.3,2.2,2.3,17.7,PG,25.0,42.0,1512,16.7,0.547,.470,.256,1.3,9.8,5.6,28.6,2.6,0.8,12.2,21.9,,2.3,2.4,4.7,.149,,1.9,0.5,2.3,1.7
491,Gabe Vincent,PG,23.0,MIA,3.0,0.0,13.0,1.3,6.3,0.21100000000000002,1.3,5.3,0.25,0.0,1.0,.000,0.316,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.3,0.0,0.0,0.7,4.0,PG,23.0,3.0,39,1.4,0.316,.842,.000,0.0,8.2,4.3,10.9,1.3,0.0,0.0,21.5,,-0.1,0.0,-0.1,-0.108,,-5.2,-4.5,-9.7,-0.1
492,Noah Vonleh,C,24.0,MIN,29.0,1.0,12.0,1.6,3.0,0.547,0.1,0.5,0.14300000000000002,1.6,2.5,.625,0.5579999999999999,0.8,1.0,0.821,1.2,2.8,4.0,0.9,0.4,0.2,0.7,1.2,4.1,C,24.0,29.0,347,15.5,0.605,.163,.326,9.9,25.6,17.5,11.0,1.5,1.4,16.2,14.0,,0.6,0.4,0.9,.130,,-1.8,0.8,-1.0,0.1
