,Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
183,Marc Gasol,C,35.0,TOR,35.0,35.0,27.8,2.8,6.6,0.424,1.4,3.5,0.40299999999999997,1.4,3.1,.449,0.532,0.7,1.0,0.722,0.8,5.6,6.5,3.5,0.8,0.9,1.2,2.9,7.8,C,35.0,35.0,974,12.1,0.551,.537,.156,3.2,20.9,12.2,16.9,1.4,3.3,14.8,12.8,,0.9,1.8,2.7,.132,,-1.0,3.6,2.6,1.1
184,Rudy Gay,PF,33.0,SAS,48.0,5.0,21.2,3.5,8.0,0.439,1.0,3.0,0.315,2.6,5.0,.515,0.499,1.7,1.9,0.86,0.9,4.5,5.3,1.8,0.4,0.5,1.4,1.5,9.7,PF,33.0,48.0,1016,14.3,0.545,.379,.242,4.4,22.4,13.4,11.8,1.0,2.0,13.4,20.9,,0.4,0.8,1.2,.056,,-1.4,-0.6,-1.9,0.0
185,Paul George,SF,29.0,LAC,30.0,30.0,30.0,7.4,17.2,0.43,3.5,8.7,0.4,3.9,8.5,.461,0.531,4.4,4.9,0.905,0.5,5.6,6.1,4.0,1.4,0.4,3.1,2.5,22.7,SF,29.0,30.0,901,21.0,0.586,.504,.285,1.6,18.8,10.4,21.8,2.1,1.3,13.7,30.8,,1.4,1.5,2.9,.155,,3.4,0.6,4.0,1.4
186,Taj Gibson,C,34.0,NYK,49.0,43.0,16.7,2.6,4.6,0.564,0.1,0.2,0.273,2.5,4.4,.579,0.5710000000000001,0.6,0.8,0.711,1.8,2.6,4.3,0.9,0.5,0.4,0.7,2.1,5.8,C,34.0,49.0,817,15.3,0.5870000000000001,.049,.169,10.9,16.8,13.7,8.5,1.4,2.5,13.0,14.4,,1.3,0.6,1.9,.111,,-0.9,0.8,-0.1,0.4
187,Harry Giles,PF,21.0,SAC,25.0,5.0,11.4,2.3,4.3,0.542,0.0,0.0,0.0,2.3,4.3,.542,0.542,0.6,0.6,0.875,0.8,2.2,2.9,1.2,0.5,0.4,0.9,2.2,5.2,PF,21.0,25.0,286,16.2,0.57,.000,.150,7.3,22.0,14.4,16.9,2.2,3.0,16.2,20.8,,0.3,0.4,0.6,.108,,-2.4,1.8,-0.5,0.1
188,Shai Gilgeous-Alexander,SG,21.0,OKC,52.0,52.0,35.6,7.1,15.3,0.462,1.2,3.5,0.337,5.9,11.8,.499,0.501,4.2,5.1,0.813,0.8,5.4,6.2,3.2,1.2,0.7,2.0,1.7,19.5,SG,21.0,52.0,1851,17.3,0.555,.231,.336,2.4,16.2,9.6,14.0,1.6,1.6,10.1,24.2,,2.0,2.3,4.3,.112,,-0.3,0.6,0.3,1.1
189,Rudy Gobert,C,27.0,UTA,49.0,49.0,34.4,6.0,8.7,0.6890000000000001,0.0,0.0,0.0,6.0,8.7,.689,0.6890000000000001,3.7,6.0,0.607,3.7,10.7,14.4,1.6,0.7,2.0,2.0,3.1,15.6,C,27.0,49.0,1688,22.6,0.6890000000000001,.000,.694,12.2,32.3,22.7,6.9,1.0,4.7,14.9,16.9,,4.9,3.4,8.3,.236,,1.1,4.0,5.2,3.1
190,Brandon Goodwin,PG,24.0,ATL,23.0,1.0,14.3,2.6,6.4,0.39899999999999997,0.9,2.9,0.318,1.7,3.6,.463,0.47,1.0,1.0,1.0,0.4,2.2,2.6,1.7,0.5,0.2,1.1,1.4,7.1,PG,24.0,23.0,330,12.5,0.514,.446,.162,2.9,16.5,9.6,18.2,1.5,1.0,13.6,23.1,,0.0,0.2,0.1,.021,,-2.0,-2.0,-4.0,-0.2
191,Aaron Gordon,PF,24.0,ORL,46.0,46.0,31.9,5.2,12.3,0.424,1.2,4.0,0.302,4.0,8.4,.482,0.473,2.2,3.3,0.6509999999999999,1.6,5.6,7.2,3.0,0.8,0.5,1.6,2.0,13.8,PF,24.0,46.0,1468,13.6,0.501,.320,.268,5.1,19.5,12.0,14.8,1.2,1.3,10.3,21.0,,0.3,1.8,2.1,.067,,-1.5,0.7,-0.8,0.4
192,Eric Gordon,SG,31.0,HOU,28.0,12.0,29.4,5.0,13.4,0.374,2.9,8.8,0.332,2.1,4.5,.457,0.484,2.3,3.2,0.73,0.3,1.8,2.0,1.5,0.6,0.4,1.0,2.0,15.3,SG,31.0,28.0,823,11.0,0.517,.660,.238,0.9,6.2,3.5,7.3,1.0,1.1,6.3,22.0,,0.4,0.4,0.8,.046,,-0.9,-3.4,-4.3,-0.5
193,Devonte' Graham,PG,24.0,CHO,51.0,41.0,35.2,5.6,15.1,0.375,3.5,9.4,0.379,2.1,5.7,.369,0.493,3.0,3.7,0.815,0.7,2.8,3.5,7.7,0.9,0.3,3.0,1.9,17.9,PG,24.0,51.0,1795,15.4,0.535,.622,.246,2.2,9.2,5.5,35.6,1.3,0.7,15.1,24.4,,2.0,0.5,2.5,.066,,2.6,-3.0,-0.3,0.8
194,Treveon Graham,SG,26.0,TOT,43.0,20.0,18.0,1.6,4.6,0.354,0.6,2.3,0.255,1.0,2.3,.450,0.41700000000000004,0.8,1.0,0.733,0.8,2.0,2.8,0.7,0.4,0.1,0.5,1.9,4.6,SG,26.0,43.0,772,6.1,0.455,.495,.227,4.4,12.2,8.2,5.5,1.2,0.5,9.6,12.9,,-0.3,0.4,0.2,.009,,-3.9,-1.2,-5.0,-0.6
195,Treveon Graham,SG,26.0,MIN,33.0,20.0,20.1,1.9,5.3,0.354,0.6,2.5,0.24100000000000002,1.3,2.8,.457,0.41100000000000003,0.8,1.1,0.73,0.9,2.2,3.0,0.9,0.5,0.1,0.6,2.0,5.2,SG,26.0,33.0,663,6.1,0.447,.474,.211,4.4,11.6,7.9,6.3,1.2,0.3,9.0,13.1,,-0.2,0.4,0.1,.009,,-3.7,-1.0,-4.7,-0.5
196,Treveon Graham,SG,26.0,ATL,10.0,0.0,10.9,0.8,2.3,0.348,0.5,1.5,0.33299999999999996,0.3,0.8,.375,0.457,0.6,0.8,0.75,0.4,1.6,2.0,0.1,0.2,0.3,0.4,1.5,2.7,SG,26.0,10.0,109,5.8,0.509,.652,.348,3.9,16.0,9.9,1.2,0.9,2.3,13.1,11.6,,0.0,0.1,0.0,.011,,-4.9,-2.0,-6.8,-0.1
197,Jerami Grant,PF,25.0,DEN,51.0,18.0,26.0,4.0,8.6,0.465,1.4,3.4,0.4,2.6,5.2,.508,0.544,1.9,2.7,0.723,0.9,2.7,3.6,1.1,0.6,0.9,0.8,2.1,11.3,PF,25.0,51.0,1326,14.1,0.578,.399,.312,3.9,11.3,7.6,6.2,1.2,3.2,7.8,17.6,,1.8,1.5,3.3,.120,,-0.2,0.2,0.1,0.7
198,Josh Gray,PG,26.0,NOP,2.0,0.0,11.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,.500,0.5,0.0,0.0,0.0,0.5,0.5,1.0,1.0,0.0,0.0,2.5,0.5,1.0,PG,26.0,2.0,23,-5.0,0.5,.000,.000,4.5,4.6,4.6,10.5,0.0,0.0,71.4,12.5,,-0.1,0.0,-0.1,-0.230,,-11.4,-1.8,-13.1,-0.1
199,Danny Green,SG,32.0,LAL,49.0,49.0,25.0,3.1,7.4,0.423,1.9,5.1,0.37799999999999995,1.2,2.3,.523,0.5539999999999999,0.6,0.9,0.7140000000000001,0.8,2.8,3.6,1.4,1.3,0.5,0.9,2.2,8.8,SG,32.0,49.0,1223,11.9,0.5660000000000001,.693,.116,3.4,12.0,7.8,7.1,2.5,1.7,10.4,14.7,,1.0,1.8,2.8,.111,,0.6,1.3,1.9,1.2
200,Draymond Green,PF,29.0,GSW,39.0,39.0,29.0,3.0,7.7,0.391,0.9,3.1,0.28300000000000003,2.1,4.6,.464,0.44799999999999995,1.5,2.1,0.75,0.6,5.7,6.3,6.1,1.4,0.8,2.2,2.6,8.4,PF,29.0,39.0,1132,12.9,0.491,.401,.268,2.0,22.0,11.6,30.4,2.4,2.5,20.5,15.8,,-0.1,1.3,1.2,.051,,-2.5,2.0,-0.5,0.4
201,JaMychal Green,PF,29.0,LAC,42.0,0.0,20.9,2.3,5.7,0.40700000000000003,1.4,3.9,0.364,0.9,1.9,.494,0.529,0.7,0.9,0.737,1.4,5.1,6.5,0.7,0.5,0.4,0.9,2.6,6.7,PF,29.0,42.0,877,10.8,0.5489999999999999,.672,.158,7.2,24.4,16.0,4.6,1.1,1.7,13.1,14.0,,0.5,1.4,1.9,.105,,-1.3,0.8,-0.5,0.3
202,Javonte Green,SF,26.0,BOS,41.0,1.0,9.1,1.2,2.3,0.511,0.1,0.6,0.261,1.0,1.7,.592,0.5429999999999999,0.6,0.9,0.639,0.4,1.3,1.7,0.5,0.5,0.1,0.4,0.9,3.0,SF,26.0,41.0,375,13.0,0.569,.245,.383,4.6,15.1,9.9,7.7,2.8,1.2,12.7,14.3,,0.3,0.6,1.0,.125,,-1.8,1.4,-0.4,0.2
203,Jeff Green,PF,33.0,UTA,30.0,2.0,18.4,2.5,6.5,0.385,1.1,3.5,0.327,1.4,3.0,.451,0.47200000000000003,1.6,2.1,0.778,0.5,2.2,2.7,0.7,0.4,0.3,0.9,1.5,7.8,PF,33.0,30.0,553,10.2,0.523,.533,.323,2.9,12.6,7.9,5.2,1.1,1.5,10.8,19.7,,0.0,0.6,0.6,.055,,-2.1,-0.8,-2.9,-0.1
204,Blake Griffin,PF,30.0,DET,18.0,18.0,28.4,4.9,13.9,0.35200000000000004,1.5,6.2,0.243,3.4,7.7,.439,0.406,4.2,5.4,0.7759999999999999,0.9,3.7,4.7,3.3,0.4,0.4,2.2,1.5,15.5,PF,30.0,18.0,512,12.0,0.47600000000000003,.444,.392,3.7,14.9,9.2,17.6,0.7,1.1,12.0,28.2,,-0.3,0.2,-0.1,-0.007,,-2.1,-2.5,-4.5,-0.3
205,Marko Guduric,SG,24.0,MEM,33.0,0.0,13.2,1.6,4.2,0.384,0.6,2.2,0.29600000000000004,1.0,2.0,.478,0.46,0.6,0.7,0.9129999999999999,0.4,1.5,1.9,1.2,0.3,0.2,1.0,0.9,4.5,SG,24.0,33.0,434,7.8,0.5,.514,.167,3.0,12.1,7.6,11.9,1.2,1.4,18.7,17.6,,-0.4,0.3,-0.1,-0.012,,-3.6,-1.1,-4.8,-0.3
206,Kyle Guy,SG,22.0,SAC,2.0,0.0,2.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,1.000,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,SG,22.0,2.0,4,10.0,0.5,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.8,,0.0,0.0,0.0,-0.020,,-3.4,-7.6,-11.0,0.0
207,Rui Hachimura,PF,21.0,WAS,27.0,27.0,29.0,5.9,12.0,0.489,0.4,1.9,0.231,5.4,10.0,.539,0.508,1.8,2.1,0.828,1.5,4.4,5.9,1.5,0.7,0.1,0.9,2.1,13.9,PF,21.0,27.0,784,14.3,0.539,.161,.180,5.4,17.2,11.1,7.7,1.2,0.3,6.4,19.7,,0.9,0.1,0.9,.056,,-1.1,-2.6,-3.8,-0.4
208,Devon Hall,SG,24.0,OKC,5.0,0.0,4.0,0.2,1.0,0.2,0.0,0.4,0.0,0.2,0.6,.333,0.2,0.6,0.8,0.75,0.0,0.2,0.2,0.6,0.0,0.0,0.2,0.2,1.0,SG,24.0,5.0,20,3.6,0.37,.400,.800,0.0,5.3,2.8,19.3,0.0,0.0,12.9,17.1,,0.0,0.0,0.0,-0.059,,-6.9,-4.6,-11.5,0.0
209,Tim Hardaway,SG,27.0,DAL,49.0,36.0,27.1,5.0,11.7,0.423,2.7,6.7,0.39399999999999996,2.3,5.0,.463,0.537,1.7,2.1,0.81,0.4,2.6,3.0,1.8,0.6,0.1,1.0,1.8,14.3,SG,27.0,49.0,1328,14.1,0.565,.575,.183,1.5,9.9,5.8,10.0,1.1,0.3,7.2,21.5,,2.0,0.7,2.6,.096,,1.4,-2.6,-1.2,0.3
210,James Harden,SG,30.0,HOU,49.0,49.0,37.0,10.1,23.3,0.436,4.6,12.8,0.36,5.6,10.5,.527,0.534,10.4,12.0,0.8690000000000001,1.1,5.3,6.4,7.3,1.7,0.9,4.5,3.3,35.3,SG,30.0,49.0,1813,28.9,0.618,.548,.515,3.1,15.1,9.0,34.0,2.1,2.2,13.7,36.7,,7.5,2.1,9.6,.253,,9.0,0.0,9.1,5.1
211,Maurice Harkless,SF,26.0,LAC,50.0,38.0,22.8,2.2,4.3,0.516,0.5,1.5,0.37,1.7,2.9,.590,0.578,0.5,0.8,0.5710000000000001,0.9,3.1,4.0,1.0,1.0,0.6,0.9,2.4,5.5,SF,26.0,50.0,1141,9.7,0.584,.336,.194,4.3,13.5,9.0,5.5,2.0,2.3,16.3,10.2,,0.6,1.7,2.3,.096,,-1.6,3.0,1.4,1.0
212,Jared Harper,PG,22.0,PHO,3.0,0.0,2.7,0.3,1.3,0.25,0.0,0.7,0.0,0.3,0.7,.500,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,PG,22.0,3.0,8,-5.2,0.25,.500,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,,0.0,0.0,0.0,-0.248,,-11.4,-6.9,-18.3,0.0
213,Montrezl Harrell,C,26.0,LAC,50.0,2.0,28.6,7.8,13.7,0.5720000000000001,0.0,0.3,0.0,7.8,13.4,.584,0.5720000000000001,3.4,5.4,0.627,2.7,4.3,7.1,1.8,0.7,1.1,1.8,2.3,19.0,C,26.0,50.0,1428,22.4,0.593,.022,.396,10.0,15.3,12.7,10.6,1.1,3.5,10.3,25.9,,3.2,2.0,5.2,.175,,0.8,1.2,2.0,1.5
214,Gary Harris,SG,25.0,DEN,43.0,42.0,32.1,3.8,9.6,0.39899999999999997,1.2,4.0,0.299,2.6,5.5,.473,0.462,1.4,1.7,0.8190000000000001,0.5,2.4,2.9,2.2,1.3,0.3,1.1,2.2,10.2,SG,25.0,43.0,1380,9.1,0.496,.423,.175,1.7,8.2,4.9,9.4,2.1,0.7,9.4,15.3,,0.1,1.4,1.6,.055,,-1.7,0.3,-1.5,0.2
215,Joe Harris,SF,28.0,BRK,49.0,49.0,31.3,5.2,11.1,0.465,2.4,6.0,0.406,2.8,5.2,.534,0.574,1.0,1.3,0.738,0.8,3.3,4.2,2.1,0.7,0.3,1.4,2.3,13.8,SF,28.0,49.0,1532,12.3,0.5870000000000001,.537,.119,2.8,10.6,6.8,10.2,1.0,0.7,11.0,17.6,,1.5,1.4,2.9,.092,,0.3,-0.5,-0.2,0.7
216,Tobias Harris,PF,27.0,PHI,53.0,53.0,34.3,7.5,15.8,0.473,1.8,4.9,0.363,5.7,10.9,.523,0.529,2.4,3.0,0.8,0.7,6.0,6.7,3.0,0.7,0.6,1.5,2.3,19.2,PF,27.0,53.0,1817,16.4,0.5589999999999999,.313,.191,2.2,19.1,10.7,13.8,1.0,1.4,8.2,23.5,,2.2,2.4,4.6,.121,,0.0,0.0,0.0,0.9
217,Shaquille Harrison,SF,26.0,CHI,31.0,4.0,7.6,1.2,2.7,0.424,0.2,0.6,0.368,0.9,2.1,.439,0.465,0.7,1.0,0.733,0.3,1.1,1.4,1.0,0.5,0.2,0.3,0.8,3.3,SF,26.0,31.0,235,16.2,0.514,.224,.353,3.6,16.5,9.8,20.2,3.1,2.0,8.4,19.5,,0.3,0.4,0.6,.129,,-1.7,1.3,-0.4,0.1
218,Josh Hart,SF,24.0,NOP,45.0,11.0,28.2,3.6,8.7,0.419,2.1,5.9,0.35200000000000004,1.6,2.8,.559,0.5379999999999999,1.2,1.6,0.757,1.0,5.4,6.4,1.6,1.1,0.4,1.2,2.7,10.6,SF,24.0,45.0,1268,12.0,0.563,.675,.189,3.7,20.2,11.9,7.5,1.9,1.3,11.3,15.5,,0.9,1.2,2.2,.082,,-0.1,0.4,0.2,0.7
219,Isaiah Hartenstein,C,21.0,HOU,22.0,2.0,12.0,2.0,3.0,0.657,0.0,0.2,0.0,2.0,2.8,.710,0.657,0.9,1.3,0.679,1.3,2.8,4.1,0.8,0.4,0.5,0.7,1.9,4.9,C,21.0,22.0,265,18.8,0.674,.075,.418,11.3,24.1,17.7,9.9,1.6,3.9,16.8,14.8,,0.7,0.4,1.1,.191,,-0.7,2.0,1.2,0.2
220,Udonis Haslem,PF,39.0,MIA,2.0,0.0,5.5,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,1.000,1.0,1.5,2.0,0.75,0.0,1.5,1.5,0.0,0.0,0.0,0.0,1.5,2.5,PF,39.0,2.0,11,16.1,0.9059999999999999,.000,4.000,0.0,29.0,15.3,0.0,0.0,0.0,0.0,11.1,,0.1,0.0,0.1,.290,,-1.8,-5.7,-7.5,0.0
221,Jaxson Hayes,C,19.0,NOP,49.0,12.0,18.3,3.0,4.5,0.662,0.0,0.1,0.25,3.0,4.4,.670,0.664,2.1,3.3,0.622,1.6,2.8,4.4,1.0,0.4,1.0,0.8,2.6,8.1,C,19.0,49.0,899,18.3,0.675,.018,.739,9.2,16.1,12.6,7.4,1.1,4.7,11.4,15.2,,2.4,0.9,3.3,.176,,0.3,1.5,1.8,0.9
222,Gordon Hayward,SF,29.0,BOS,34.0,34.0,32.6,6.8,13.2,0.512,1.6,4.1,0.384,5.2,9.1,.569,0.5710000000000001,2.1,2.4,0.878,1.0,5.4,6.4,4.0,0.8,0.4,1.8,1.8,17.2,SF,29.0,34.0,1110,18.6,0.603,.307,.183,3.2,17.8,10.6,18.9,1.1,1.2,11.2,21.0,,2.4,1.5,3.9,.169,,2.1,0.6,2.7,1.3
223,John Henson,PF,29.0,CLE,29.0,2.0,14.2,2.1,4.1,0.508,0.2,1.1,0.19399999999999998,1.9,3.1,.618,0.5329999999999999,0.6,1.1,0.515,1.1,2.8,3.9,1.5,0.6,1.1,0.7,1.9,5.0,PF,29.0,29.0,412,17.1,0.539,.258,.275,8.5,22.2,15.3,15.3,1.9,6.6,13.5,16.1,,0.4,0.5,0.9,.107,,-1.1,3.5,2.4,0.5
224,Dewan Hernandez,C,23.0,TOR,4.0,0.0,2.8,0.3,1.3,0.2,0.0,0.3,0.0,0.3,1.0,.250,0.2,0.5,0.5,1.0,0.5,1.3,1.8,0.0,0.3,0.0,0.3,1.5,1.0,C,23.0,4.0,11,4.2,0.34,.200,.400,19.5,46.9,33.5,0.0,4.3,0.0,14.5,26.8,,0.0,0.0,0.0,.007,,-14.0,-6.1,-20.1,-0.1
225,Juan Hernangómez,PF,24.0,DEN,34.0,0.0,12.4,1.1,3.2,0.345,0.4,1.8,0.25,0.7,1.5,.460,0.414,0.5,0.7,0.64,0.7,2.1,2.8,0.6,0.1,0.1,0.5,0.9,3.1,PF,24.0,34.0,422,6.9,0.442,.545,.227,6.2,18.6,12.3,6.8,0.6,1.1,12.9,14.2,,-0.2,0.4,0.2,.021,,-4.2,-0.9,-5.1,-0.3
226,Willy Hernangómez,C,25.0,CHO,22.0,0.0,10.0,2.2,4.1,0.5379999999999999,0.2,0.8,0.278,2.0,3.3,.603,0.5660000000000001,1.2,2.0,0.591,1.2,2.2,3.4,0.6,0.2,0.2,1.0,1.1,5.9,C,25.0,22.0,221,19.2,0.584,.198,.484,12.8,24.8,18.5,11.5,1.1,2.1,16.6,26.2,,0.2,0.2,0.4,.080,,-1.5,-1.6,-3.1,-0.1
227,Tyler Herro,SG,20.0,MIA,46.0,6.0,27.7,4.8,11.5,0.414,2.2,5.5,0.39299999999999996,2.6,6.0,.433,0.508,1.4,1.7,0.835,0.3,3.7,4.0,2.0,0.6,0.2,1.6,1.3,13.1,SG,20.0,46.0,1273,11.6,0.535,.476,.149,1.3,14.4,8.2,11.2,1.1,0.5,11.3,22.1,,-0.1,1.2,1.1,.041,,-1.7,-1.6,-3.3,-0.4
228,Kevin Hervey,PF,23.0,OKC,6.0,0.0,2.2,0.0,0.8,0.0,0.0,0.7,0.0,0.0,0.2,.000,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.2,0.0,0.0,0.0,0.2,0.0,PF,23.0,6.0,13,-12.4,0.0,.800,.000,0.0,16.4,8.5,9.3,0.0,0.0,0.0,17.0,,-0.1,0.0,-0.1,-0.357,,-13.9,-3.2,-17.1,0.0
229,Mario Hezonja,PF,24.0,POR,38.0,4.0,16.5,1.6,4.1,0.39,0.4,1.4,0.28300000000000003,1.2,2.7,.446,0.43799999999999994,1.1,1.3,0.816,0.6,3.1,3.7,0.8,0.6,0.2,0.8,2.2,4.6,PF,24.0,38.0,628,8.4,0.498,.344,.318,3.8,19.1,11.5,6.0,1.8,0.8,14.2,13.8,,-0.1,0.5,0.4,.033,,-3.4,-0.1,-3.5,-0.2
230,Buddy Hield,SG,27.0,SAC,51.0,44.0,33.5,7.4,17.3,0.42700000000000005,3.7,10.0,0.376,3.6,7.3,.497,0.536,1.8,2.2,0.8270000000000001,0.9,4.1,5.0,3.1,0.8,0.3,2.5,2.6,20.3,SG,27.0,51.0,1709,15.5,0.557,.577,.125,3.0,14.2,8.5,15.5,1.2,0.9,12.0,27.0,,1.1,1.1,2.2,.062,,1.8,-1.9,-0.1,0.8
231,George Hill,PG,33.0,MIL,44.0,0.0,21.1,3.5,6.4,0.541,1.5,3.0,0.511,2.0,3.5,.566,0.659,1.3,1.5,0.821,0.9,2.1,3.0,3.0,0.7,0.1,1.0,1.4,9.7,PG,33.0,44.0,928,18.2,0.685,.463,.237,4.5,9.3,7.0,18.9,1.6,0.4,11.8,15.7,,2.9,1.5,4.4,.228,,3.3,0.0,3.3,1.3
232,Solomon Hill,SF,28.0,MEM,48.0,3.0,18.8,2.0,4.9,0.41200000000000003,1.2,3.1,0.381,0.8,1.8,.465,0.532,0.5,0.8,0.684,0.5,2.5,3.0,2.0,0.6,0.1,0.8,1.5,5.7,SF,28.0,48.0,901,10.2,0.5489999999999999,.631,.163,2.9,14.0,8.5,13.3,1.6,0.7,13.8,13.4,,0.5,0.6,1.2,.063,,-0.8,-0.3,-1.0,0.2
233,Jaylen Hoard,SF,20.0,POR,12.0,0.0,7.8,1.1,2.4,0.44799999999999995,0.0,0.3,0.0,1.1,2.2,.500,0.44799999999999995,0.5,0.9,0.545,1.1,1.4,2.5,0.3,0.4,0.0,0.3,0.8,2.7,SF,20.0,12.0,94,14.0,0.473,.103,.379,14.4,18.3,16.4,5.8,2.5,0.0,10.6,17.1,,0.1,0.1,0.1,.075,,-2.3,-1.2,-3.5,0.0
234,Aaron Holiday,PG,23.0,IND,48.0,19.0,23.1,3.8,9.0,0.418,1.5,3.7,0.418,2.2,5.3,.417,0.503,1.0,1.1,0.87,0.4,1.9,2.3,3.5,0.7,0.2,1.3,1.8,10.0,PG,23.0,48.0,1109,13.0,0.529,.411,.125,1.8,9.0,5.4,21.1,1.5,0.9,12.0,20.5,,0.6,1.0,1.7,.073,,-0.2,-1.3,-1.5,0.1
235,Jrue Holiday,SG,29.0,NOP,43.0,43.0,34.8,7.6,17.3,0.43799999999999994,2.0,5.8,0.34299999999999997,5.6,11.5,.487,0.496,2.0,2.8,0.713,1.3,3.4,4.7,6.3,1.7,0.9,2.9,2.1,19.2,SG,29.0,43.0,1496,16.6,0.517,.337,.164,3.8,10.4,7.0,27.7,2.2,2.1,13.5,25.3,,0.9,1.3,2.2,.070,,0.8,0.1,0.9,1.1
236,Justin Holiday,SG,30.0,IND,52.0,2.0,25.4,3.0,6.7,0.44299999999999995,1.9,4.4,0.428,1.1,2.3,.471,0.583,0.7,0.9,0.7659999999999999,0.5,2.9,3.4,1.5,1.0,0.7,0.5,1.8,8.5,SG,30.0,52.0,1319,13.0,0.599,.658,.135,2.1,12.8,7.4,7.8,2.0,2.3,6.6,13.2,,1.7,1.7,3.4,.125,,1.2,1.4,2.6,1.5
237,Rondae Hollis-Jefferson,SF,25.0,TOR,40.0,2.0,19.4,2.7,5.8,0.47,0.1,0.4,0.14300000000000002,2.7,5.5,.491,0.474,1.9,2.6,0.738,2.0,2.9,4.9,1.7,1.0,0.4,1.0,2.1,7.4,SF,25.0,40.0,774,15.9,0.534,.060,.444,11.1,15.5,13.3,12.7,2.3,2.0,12.3,17.5,,1.1,1.4,2.5,.157,,-1.1,2.5,1.4,0.7
238,Richaun Holmes,C,26.0,SAC,37.0,33.0,29.4,5.5,8.4,0.66,0.0,0.0,0.0,5.5,8.4,.660,0.66,2.1,2.5,0.8170000000000001,3.1,5.4,8.5,1.0,1.1,1.4,1.2,3.9,13.1,C,26.0,37.0,1087,20.9,0.6920000000000001,.000,.301,11.4,21.5,16.3,5.3,1.8,4.6,11.6,15.9,,3.2,1.4,4.6,.204,,1.2,2.4,3.5,1.5
239,Rodney Hood,SF,27.0,POR,21.0,21.0,29.5,4.1,8.2,0.506,1.7,3.4,0.493,2.5,4.8,.515,0.608,1.0,1.3,0.778,0.5,3.0,3.4,1.5,0.8,0.2,0.9,2.2,11.0,SF,27.0,21.0,619,12.3,0.625,.413,.157,1.7,10.2,6.0,7.1,1.3,0.5,9.4,13.9,,1.0,0.2,1.1,.089,,0.7,-1.1,-0.5,0.2
240,Al Horford,C,33.0,PHI,48.0,48.0,30.9,5.0,11.3,0.44299999999999995,1.5,4.5,0.32899999999999996,3.5,6.8,.518,0.508,0.8,1.1,0.722,1.5,5.2,6.7,3.9,0.9,0.9,1.1,2.1,12.3,C,33.0,48.0,1485,15.4,0.521,.397,.099,5.5,18.2,11.9,18.6,1.4,2.3,8.4,18.0,,1.8,2.2,4.0,.128,,0.4,1.8,2.3,1.6
241,Talen Horton-Tucker,SG,19.0,LAL,2.0,0.0,2.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,SG,19.0,2.0,5,15.0,0.0,1.000,.000,0.0,0.0,0.0,44.8,9.5,0.0,0.0,8.5,,0.0,0.0,0.0,.107,,-5.6,-3.8,-9.4,0.0
242,Danuel House,SF,26.0,HOU,46.0,35.0,30.7,3.6,8.5,0.423,2.1,5.5,0.376,1.5,3.0,.511,0.546,1.2,1.5,0.7709999999999999,1.0,3.4,4.4,1.3,1.1,0.6,0.9,2.2,10.5,SF,26.0,46.0,1411,11.3,0.57,.651,.179,3.4,11.5,7.5,5.8,1.7,1.6,8.8,13.5,,1.5,1.3,2.8,.094,,-0.2,0.2,0.0,0.7
243,Dwight Howard,C,34.0,LAL,50.0,2.0,19.6,3.1,4.2,0.733,0.1,0.1,0.6,3.0,4.1,.737,0.74,1.3,2.7,0.467,2.5,5.1,7.6,0.7,0.4,1.4,1.2,3.2,7.5,C,34.0,50.0,981,18.7,0.6940000000000001,.024,.643,14.6,27.5,21.2,4.6,1.1,6.2,18.2,14.2,,2.0,1.9,4.0,.195,,-0.4,3.1,2.7,1.2
244,William Howard,F,26.0,HOU,1.0,0.0,12.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,F,26.0,1.0,12,-13.7,0.0,1.000,.000,0.0,17.5,8.7,9.8,0.0,0.0,20.0,17.1,,-0.1,0.0,-0.1,-0.381,,-15.2,-3.1,-18.3,0.0
