,Player,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,Tm_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
238,Amile Jefferson,PF,26.0,ORL,17.0,0.0,4.4,0.3,0.8,0.385,0.0,0.0,0.0,0.3,0.8,.385,0.385,0.3,0.8,.357,0.5,0.8,1.3,0.2,0.1,0.2,0.2,0.4,0.9,PF,26.0,ORL,17.0,74,9.1,0.391,.000,1.077,12.3,19.3,15.7,7.4,0.7,3.7,13.5,13.0,,0.0,0.1,0.1,.037,,-6.3,1.6,-4.8,-0.1
239,DaQuan Jeffries,SG,22.0,SAC,3.0,0.0,4.0,0.3,1.0,0.33299999999999996,0.0,0.3,0.0,0.3,0.7,.500,0.33299999999999996,0.0,0.0,,0.3,0.0,0.3,0.3,0.0,0.0,0.0,1.0,0.7,SG,22.0,SAC,3.0,12,2.0,0.33299999999999996,.333,.000,9.1,0.0,4.7,11.2,0.0,0.0,0.0,10.9,,0.0,0.0,0.0,-0.002,,-3.6,-3.5,-7.1,0.0
240,Ty Jerome,PG,22.0,PHO,18.0,0.0,11.8,1.6,4.1,0.397,0.6,1.7,0.355,1.0,2.3,.429,0.473,0.2,0.3,.800,0.3,1.4,1.7,1.8,0.7,0.2,0.7,1.2,4.1,PG,22.0,PHO,18.0,212,11.4,0.485,.425,.068,2.5,13.3,7.8,21.9,2.7,1.2,13.8,17.4,,0.0,0.2,0.2,.055,,-2.3,0.3,-2.0,0.0
241,Alize Johnson,SF,23.0,IND,11.0,0.0,4.2,0.6,1.3,0.5,0.0,0.0,0.0,0.6,1.3,.500,0.5,0.4,0.5,.667,0.5,0.8,1.4,0.2,0.0,0.0,0.1,0.5,1.6,SF,23.0,IND,11.0,46,14.6,0.541,.000,.429,14.5,21.7,18.1,6.0,0.0,0.0,5.7,16.9,,0.1,0.0,0.1,.146,,-1.8,-2.8,-4.6,0.0
242,B.J. Johnson,SF,24.0,ORL,6.0,0.0,6.8,0.8,2.7,0.313,0.2,1.0,0.16699999999999998,0.7,1.7,.400,0.344,0.3,0.3,1.000,0.2,0.8,1.0,0.3,0.3,0.0,0.5,0.0,2.2,SF,24.0,ORL,6.0,41,5.0,0.385,.375,.125,2.5,13.4,7.7,7.3,2.4,0.0,15.1,21.0,,-0.1,0.1,-0.1,-0.092,,-8.1,-1.3,-9.4,-0.1
243,Cameron Johnson,PF,23.0,PHO,38.0,0.0,19.8,2.7,6.4,0.42,1.7,4.4,0.39799999999999996,0.9,2.0,.468,0.556,0.7,0.9,.750,0.9,2.1,3.1,0.9,0.4,0.3,0.6,1.5,7.8,PF,23.0,PHO,38.0,754,11.8,0.574,.683,.148,5.0,12.1,8.5,6.7,1.1,1.4,8.5,15.9,,0.8,0.5,1.3,.084,,0.3,-1.1,-0.8,0.2
244,James Johnson,PF,32.0,MIA,17.0,0.0,15.6,2.2,4.9,0.446,0.9,2.6,0.35600000000000004,1.2,2.2,.553,0.542,0.5,0.8,.571,0.4,2.4,2.8,1.1,0.2,0.8,0.7,1.9,5.8,PF,32.0,MIA,17.0,266,11.5,0.55,.542,.169,3.1,16.3,10.1,10.6,0.7,4.7,11.9,16.8,,0.1,0.3,0.4,.080,,-2.0,0.9,-1.1,0.1
245,Keldon Johnson,SF,20.0,SAS,2.0,0.0,3.5,0.5,2.0,0.25,0.0,0.0,0.0,0.5,2.0,.250,0.25,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,SF,20.0,SAS,2.0,7,-2.4,0.25,.000,.000,0.0,30.1,15.2,0.0,0.0,0.0,0.0,24.6,,0.0,0.0,0.0,-0.267,,-18.1,-9.0,-27.2,0.0
246,Stanley Johnson,PF,23.0,TOR,16.0,0.0,5.0,0.5,1.8,0.28600000000000003,0.1,0.8,0.16699999999999998,0.4,1.0,.375,0.321,0.2,0.3,.750,0.2,0.8,1.0,0.3,0.2,0.1,0.5,0.4,1.3,PF,23.0,TOR,16.0,80,1.6,0.353,.429,.143,4.0,16.7,10.5,8.5,1.8,1.2,21.2,20.2,,-0.3,0.1,-0.2,-0.108,,-9.4,0.1,-9.3,-0.1
247,Tyler Johnson,SG,27.0,PHO,30.0,3.0,16.9,2.2,5.6,0.387,0.8,2.7,0.293,1.4,2.9,.477,0.45799999999999996,0.8,1.1,.750,0.3,1.4,1.7,1.6,0.4,0.3,0.8,1.4,5.9,SG,27.0,PHO,30.0,506,8.5,0.489,.488,.190,2.1,9.1,5.6,13.4,1.1,1.4,11.6,17.3,,-0.1,0.3,0.2,.020,,-2.9,-1.3,-4.3,-0.3
248,Nikola Jokić,C,24.0,DEN,49.0,49.0,32.0,7.7,15.1,0.507,1.3,3.9,0.326,6.4,11.2,.569,0.5489999999999999,3.3,4.1,.801,2.4,7.7,10.0,6.6,1.1,0.6,2.9,3.1,19.9,C,24.0,DEN,49.0,1570,24.1,0.5870000000000001,.257,.272,8.0,26.4,17.1,33.7,1.7,1.6,14.8,26.7,,4.2,2.4,6.6,.202,,4.8,2.7,7.5,3.8
249,Damian Jones,C,24.0,ATL,44.0,21.0,16.3,2.3,3.4,0.691,0.0,0.2,0.28600000000000003,2.3,3.2,.711,0.698,1.3,1.8,.718,1.4,2.2,3.6,0.6,0.4,0.8,0.5,2.8,6.0,C,24.0,ATL,44.0,716,16.0,0.72,.047,.523,9.2,14.6,11.8,5.3,1.1,4.0,11.1,11.9,,1.9,0.5,2.4,.160,,0.0,0.6,0.6,0.5
250,Derrick Jones,SF,22.0,MIA,33.0,2.0,24.0,3.0,6.4,0.47200000000000003,0.6,2.5,0.235,2.5,4.0,.618,0.517,1.8,2.2,.784,0.9,3.2,4.1,0.9,1.0,0.7,0.7,2.3,8.4,SF,22.0,MIA,33.0,793,12.8,0.5660000000000001,.382,.349,4.3,14.3,9.6,5.3,2.0,2.7,8.3,14.8,,0.8,1.1,1.9,.117,,-1.2,1.2,0.0,0.4
251,Tyus Jones,PG,23.0,MEM,49.0,6.0,18.9,2.6,5.9,0.44799999999999995,0.6,1.6,0.359,2.1,4.3,.481,0.49700000000000005,0.5,0.7,.765,0.1,1.5,1.6,4.5,0.9,0.1,1.0,0.7,6.4,PG,23.0,MEM,49.0,924,14.2,0.515,.271,.118,0.7,8.2,4.5,31.7,2.1,0.6,13.4,15.8,,1.1,0.5,1.7,.086,,-1.2,-2.3,-3.5,-0.4
252,DeAndre Jordan,C,31.0,BRK,39.0,4.0,20.9,3.2,4.8,0.665,0.0,0.0,0.0,3.2,4.8,.665,0.665,1.4,2.1,.679,2.3,7.3,9.6,1.9,0.4,1.0,1.3,1.9,7.8,C,31.0,BRK,39.0,814,20.4,0.682,.000,.431,11.6,35.4,23.8,13.8,0.9,3.8,18.6,14.1,,2.0,1.5,3.5,.206,,-0.8,3.8,3.1,1.0
253,Cory Joseph,PG,28.0,SAC,48.0,20.0,25.1,2.5,6.1,0.401,0.7,2.1,0.34,1.7,4.0,.435,0.461,0.8,0.9,.841,0.6,2.0,2.6,3.5,0.7,0.3,1.1,2.0,6.4,PG,28.0,SAC,48.0,1203,9.5,0.491,.350,.150,2.6,9.5,5.9,19.4,1.4,1.3,14.9,13.4,,0.5,0.7,1.2,.050,,-2.3,-0.3,-2.6,-0.2
254,Mfiondu Kabengele,C,22.0,LAC,10.0,0.0,4.4,1.0,2.2,0.455,0.6,1.2,0.5,0.4,1.0,.400,0.591,0.3,0.3,1.000,0.1,0.7,0.8,0.1,0.1,0.1,0.1,0.6,2.9,C,22.0,LAC,10.0,44,18.5,0.622,.545,.136,2.4,16.0,9.3,3.6,1.1,2.0,4.1,22.8,,0.1,0.1,0.2,.183,,1.2,-2.9,-1.7,0.0
255,Frank Kaminsky,C,26.0,PHO,32.0,13.0,22.4,4.0,8.7,0.455,1.2,3.5,0.348,2.8,5.2,.527,0.525,1.8,2.8,.670,0.9,4.0,4.9,2.2,0.4,0.3,1.0,2.2,11.0,C,26.0,PHO,32.0,718,14.7,0.5539999999999999,.401,.315,4.5,20.1,12.1,14.7,0.9,1.2,9.4,20.7,,0.8,0.6,1.5,.098,,-0.3,-0.6,-0.9,0.2
256,Enes Kanter,C,27.0,BOS,36.0,4.0,18.5,4.1,6.8,0.602,0.0,0.1,0.2,4.1,6.7,.610,0.604,1.3,1.8,.682,3.0,5.2,8.2,1.1,0.4,0.9,1.1,1.9,9.5,C,27.0,BOS,36.0,667,24.2,0.622,.020,.268,17.3,30.0,23.7,9.0,1.2,4.4,12.4,20.0,,1.9,1.3,3.3,.235,,1.0,2.2,3.2,0.9
257,Luke Kennard,SG,23.0,DET,28.0,25.0,32.9,5.4,12.2,0.442,2.6,6.5,0.39899999999999997,2.8,5.7,.491,0.5479999999999999,2.4,2.7,.893,0.3,3.2,3.5,4.1,0.4,0.2,1.5,2.3,15.8,SG,23.0,DET,28.0,922,14.4,0.589,.535,.219,1.1,10.9,6.0,18.9,0.6,0.5,10.3,19.6,,1.7,0.3,1.9,.102,,1.8,-2.5,-0.6,0.3
258,Stanton Kidd,SF,27.0,UTA,4.0,0.0,3.8,0.0,0.8,0.0,0.0,0.3,0.0,0.0,0.5,.000,0.0,0.0,0.0,,0.0,0.8,0.8,0.3,0.0,0.0,0.5,0.8,0.0,SF,27.0,UTA,4.0,15,-13.7,0.0,.333,.000,0.0,20.8,10.9,8.0,0.0,0.0,40.0,14.6,,-0.1,0.0,-0.1,-0.319,,-16.3,0.5,-15.8,-0.1
259,Michael Kidd-Gilchrist,PF,26.0,CHO,12.0,0.0,13.3,1.5,4.4,0.34,0.4,1.4,0.294,1.1,3.0,.361,0.387,0.6,0.8,.778,0.8,2.2,2.9,0.8,0.0,0.3,0.6,1.5,4.0,PF,26.0,CHO,12.0,160,6.2,0.42100000000000004,.321,.170,5.9,18.5,11.9,9.5,0.0,1.7,10.9,17.5,,-0.2,0.1,-0.1,-0.030,,-5.9,-2.1,-8.0,-0.2
260,Louis King,SF,20.0,DET,8.0,0.0,6.3,0.9,2.1,0.41200000000000003,0.4,1.0,0.375,0.5,1.1,.444,0.5,0.0,0.4,.000,0.1,0.9,1.0,0.6,0.3,0.0,0.3,1.1,2.1,SF,20.0,DET,8.0,50,7.6,0.46399999999999997,.471,.176,2.2,15.8,9.0,14.6,1.9,0.0,9.8,17.6,,0.0,0.0,0.0,.010,,-3.2,-1.7,-4.9,0.0
261,Maxi Kleber,C,28.0,DAL,47.0,10.0,24.6,3.1,6.7,0.46399999999999997,1.6,4.2,0.384,1.5,2.5,.597,0.584,1.2,1.3,.887,1.5,3.7,5.3,1.0,0.3,1.0,0.8,2.2,9.0,C,28.0,DAL,47.0,1155,14.3,0.617,.625,.196,6.6,15.7,11.2,5.6,0.6,3.6,9.5,14.0,,2.2,1.0,3.3,.135,,1.2,0.4,1.7,1.1
262,Brandon Knight,PG,28.0,CLE,16.0,0.0,15.1,1.8,5.4,0.326,1.2,4.0,0.297,0.6,1.4,.409,0.436,0.3,0.8,.308,0.2,1.1,1.3,1.9,0.3,0.1,1.0,1.3,4.9,PG,28.0,CLE,16.0,241,5.6,0.431,.744,.151,1.4,7.8,4.6,18.2,1.0,0.7,14.9,19.1,,-0.3,0.0,-0.3,-0.062,,-3.0,-3.6,-6.6,-0.3
263,Kevin Knox,SF,20.0,NYK,48.0,4.0,18.8,2.4,6.5,0.37200000000000005,1.1,3.4,0.32899999999999996,1.3,3.1,.417,0.457,1.2,1.8,.651,0.4,2.6,3.0,1.0,0.4,0.4,0.6,1.5,7.1,SF,20.0,NYK,48.0,900,9.8,0.48700000000000004,.516,.276,2.0,15.3,8.4,8.1,1.1,2.0,7.9,17.9,,0.0,0.5,0.5,.025,,-2.5,-1.2,-3.7,-0.4
264,John Konchar,SG,23.0,MEM,5.0,0.0,6.0,0.4,0.8,0.5,0.0,0.4,0.0,0.4,0.4,1.000,0.5,0.0,0.0,,0.0,0.4,0.4,0.4,0.0,0.0,0.0,0.2,0.8,SG,23.0,MEM,5.0,30,4.7,0.5,.500,.000,0.0,7.0,3.6,8.1,0.0,0.0,0.0,5.6,,0.0,0.0,0.0,.026,,-3.6,-2.5,-6.1,0.0
265,Furkan Korkmaz,SG,22.0,PHI,48.0,11.0,20.8,3.2,7.5,0.42200000000000004,1.8,4.6,0.386,1.4,2.9,.482,0.542,0.6,0.9,.690,0.2,1.9,2.1,0.9,0.5,0.3,0.7,1.4,8.7,SG,22.0,PHI,48.0,997,10.4,0.5539999999999999,.619,.117,1.1,9.9,5.6,5.9,1.2,1.0,8.0,17.8,,0.4,1.1,1.5,.074,,-1.1,-1.5,-2.6,-0.1
266,Luke Kornet,C,24.0,CHI,31.0,9.0,14.5,2.0,4.8,0.41600000000000004,0.8,2.8,0.276,1.2,2.0,.613,0.49700000000000005,0.6,0.8,.750,0.6,1.6,2.2,0.9,0.3,0.8,0.4,1.3,5.4,C,24.0,CHI,31.0,450,12.7,0.52,.584,.161,4.2,12.9,8.4,9.3,1.0,5.2,6.4,16.2,,0.3,0.5,0.9,.093,,-1.7,1.1,-0.6,0.2
267,Kyle Korver,SF,38.0,MIL,42.0,0.0,16.7,2.1,4.9,0.426,1.6,3.9,0.423,0.4,1.0,.439,0.596,0.6,0.7,.839,0.2,1.8,2.0,1.2,0.5,0.2,0.8,1.2,6.4,SF,38.0,MIL,42.0,702,11.1,0.618,.799,.152,1.5,9.8,5.9,9.2,1.2,1.1,13.9,14.9,,0.7,1.1,1.8,.121,,0.1,-0.3,-0.2,0.3
268,Rodions Kurucs,PF,21.0,BRK,30.0,4.0,13.1,1.7,3.5,0.49,0.7,1.6,0.46799999999999997,1.0,1.9,.509,0.596,0.4,0.7,.600,0.5,1.9,2.4,0.9,0.4,0.1,1.1,1.8,4.5,PF,21.0,BRK,30.0,394,9.3,0.603,.452,.192,4.0,14.6,9.4,10.3,1.6,0.4,22.1,15.4,,0.0,0.4,0.4,.054,,-2.8,-0.1,-2.9,-0.1
269,Kyle Kuzma,PF,24.0,LAL,38.0,6.0,25.0,4.8,11.1,0.43200000000000005,1.6,4.7,0.331,3.2,6.4,.506,0.502,1.9,2.6,.742,0.9,3.4,4.3,1.0,0.3,0.4,1.6,1.8,13.0,PF,24.0,LAL,38.0,950,11.8,0.534,.423,.230,3.9,14.5,9.3,5.9,0.6,1.4,11.5,23.3,,0.0,1.0,1.0,.052,,-2.3,-2.1,-4.4,-0.6
270,Skal Labissière,C,23.0,POR,33.0,1.0,17.2,2.5,4.5,0.551,0.1,0.4,0.231,2.4,4.1,.582,0.561,0.8,1.0,.758,2.0,3.2,5.1,1.3,0.2,0.9,0.9,2.7,5.8,C,23.0,POR,33.0,567,15.4,0.588,.088,.224,11.9,18.5,15.3,10.3,0.6,4.6,15.7,14.3,,1.0,0.5,1.5,.125,,-0.5,1.6,1.1,0.4
271,Jeremy Lamb,SG,27.0,IND,37.0,37.0,28.9,4.9,10.9,0.45299999999999996,1.1,3.6,0.316,3.8,7.3,.520,0.505,2.1,2.4,.874,0.5,4.0,4.6,2.2,1.3,0.5,1.2,2.2,13.0,SG,27.0,IND,37.0,1069,14.6,0.547,.331,.216,2.1,15.4,8.8,10.9,2.1,1.5,8.9,19.9,,0.8,1.5,2.3,.104,,-0.3,0.8,0.5,0.7
272,Romeo Langford,SG,20.0,BOS,13.0,0.0,8.8,0.8,1.8,0.45799999999999996,0.2,0.8,0.2,0.7,1.1,.643,0.5,0.5,0.6,.875,0.4,0.5,0.8,0.2,0.2,0.2,0.2,0.5,2.4,SG,20.0,BOS,13.0,114,9.1,0.563,.417,.333,4.7,5.6,5.2,2.3,1.3,1.6,9.8,11.4,,0.1,0.1,0.2,.090,,-2.1,-0.6,-2.6,0.0
273,Zach LaVine,SG,24.0,CHI,51.0,51.0,34.5,8.7,19.7,0.44,3.0,8.0,0.377,5.7,11.7,.484,0.517,4.7,5.6,.830,0.7,4.1,4.8,4.0,1.4,0.5,3.2,2.2,25.1,SG,24.0,CHI,51.0,1758,19.5,0.565,.407,.286,2.1,13.6,7.6,21.2,1.9,1.2,12.4,31.5,,1.8,2.0,3.8,.103,,2.4,-0.9,1.5,1.5
274,Vic Law,SF,24.0,ORL,2.0,0.0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,1.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SF,24.0,ORL,2.0,4,-20.2,0.0,1.000,2.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.3,,0.0,0.0,0.0,-0.535,,-15.7,-6.6,-22.3,0.0
275,Jake Layman,PF,25.0,MIN,14.0,2.0,26.4,4.4,9.4,0.462,1.4,3.9,0.35200000000000004,3.0,5.6,.538,0.534,0.4,0.7,.600,0.9,2.1,2.9,0.8,0.9,0.7,1.3,2.2,10.5,PF,25.0,MIN,14.0,369,10.1,0.539,.409,.076,3.3,8.5,5.8,4.6,1.5,2.2,11.7,17.3,,-0.1,0.3,0.2,.026,,-2.7,-0.7,-3.3,-0.1
276,T.J. Leaf,PF,22.0,IND,22.0,1.0,8.2,1.3,3.0,0.424,0.2,0.6,0.35700000000000004,1.0,2.4,.442,0.462,0.3,0.5,.600,0.9,1.8,2.7,0.3,0.3,0.1,0.3,0.8,3.0,PF,22.0,IND,22.0,180,13.8,0.47600000000000003,.212,.152,12.4,24.6,18.5,4.6,1.9,1.5,7.9,18.7,,0.0,0.3,0.3,.090,,-3.2,-0.7,-4.0,-0.1
277,Jalen Lecque,PG,19.0,PHO,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,.000,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG,19.0,PHO,1.0,2,-19.5,0.0,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,,0.0,0.0,0.0,-0.516,,-22.3,-5.9,-28.2,0.0
278,Courtney Lee,SG,34.0,DAL,10.0,3.0,8.0,1.3,2.3,0.565,0.7,1.2,0.583,0.6,1.1,.545,0.7170000000000001,0.0,0.0,,0.0,0.5,0.5,0.3,0.0,0.2,0.2,0.6,3.3,SG,34.0,DAL,10.0,80,12.7,0.7170000000000001,.522,.000,0.0,6.4,3.3,5.4,0.0,2.1,8.0,13.3,,0.2,0.0,0.2,.110,,0.3,-2.7,-2.3,0.0
279,Damion Lee,SG,27.0,GSW,33.0,20.0,27.8,3.9,9.7,0.402,1.2,3.7,0.336,2.7,6.0,.442,0.466,2.5,2.8,.871,0.8,4.4,5.2,2.5,0.9,0.1,1.4,2.2,11.5,SG,27.0,GSW,33.0,916,11.9,0.525,.380,.290,3.0,17.4,10.0,13.7,1.6,0.3,11.3,18.9,,0.3,0.6,0.9,.047,,-1.9,-1.0,-2.9,-0.2
280,Alex Len,C,26.0,ATL,40.0,9.0,18.6,3.6,6.5,0.546,0.4,1.4,0.25,3.2,5.1,.627,0.573,1.3,2.0,.630,1.7,4.0,5.8,1.1,0.5,0.8,1.0,2.3,8.7,C,26.0,ATL,40.0,745,17.6,0.59,.215,.312,9.8,23.5,16.6,8.8,1.2,3.7,11.7,18.6,,1.1,0.7,1.8,.118,,-1.0,0.4,-0.6,0.3
281,Kawhi Leonard,SF,28.0,LAC,36.0,36.0,32.4,9.6,20.6,0.466,2.0,5.5,0.364,7.6,15.1,.504,0.515,6.2,7.0,.888,1.1,6.5,7.6,5.2,2.0,0.6,3.2,1.9,27.4,SF,28.0,LAC,36.0,1168,26.8,0.579,.267,.338,3.6,20.3,12.1,28.2,2.9,1.7,12.0,34.1,,2.9,2.2,5.1,.209,,4.8,2.6,7.4,2.8
282,Meyers Leonard,C,27.0,MIA,47.0,47.0,20.1,2.3,4.4,0.524,1.0,2.3,0.426,1.3,2.1,.633,0.636,0.4,0.5,.708,0.6,4.3,4.9,1.1,0.3,0.3,0.7,2.0,5.9,C,27.0,MIA,47.0,943,11.2,0.644,.524,.117,3.3,22.8,13.6,7.9,0.7,1.5,13.2,11.7,,1.1,1.1,2.2,.112,,-1.0,0.5,-0.6,0.3
283,Caris LeVert,SG,25.0,BRK,22.0,9.0,26.5,5.1,13.2,0.385,1.3,3.8,0.337,3.8,9.5,.404,0.433,2.2,3.5,.645,0.8,2.8,3.6,3.3,0.8,0.1,2.4,1.7,13.7,SG,25.0,BRK,22.0,582,10.2,0.46399999999999997,.285,.261,3.3,10.6,7.0,19.9,1.4,0.4,14.0,27.1,,-0.9,0.5,-0.3,-0.028,,-3.9,-1.5,-5.4,-0.5
284,Damian Lillard,PG,29.0,POR,47.0,47.0,37.1,9.2,20.0,0.46,3.9,10.0,0.39,5.3,10.1,.529,0.557,7.1,8.0,.885,0.5,4.0,4.4,7.8,1.0,0.3,2.9,1.7,29.4,PG,29.0,POR,47.0,1746,26.8,0.624,.498,.398,1.3,10.8,6.1,34.3,1.3,0.7,10.9,30.1,,7.7,0.6,8.3,.229,,9.1,-2.5,6.7,3.8
285,Nassir Little,PF,19.0,POR,37.0,5.0,12.5,1.4,3.2,0.425,0.3,1.3,0.23399999999999999,1.1,2.0,.548,0.47100000000000003,0.6,0.9,.657,0.7,1.8,2.5,0.5,0.2,0.4,0.4,1.6,3.7,PF,19.0,POR,37.0,463,9.6,0.502,.392,.292,6.1,14.4,10.3,5.2,0.9,2.4,9.4,13.7,,0.2,0.3,0.5,.050,,-2.4,-0.7,-3.1,-0.1
286,Kevon Looney,C,23.0,GSW,10.0,3.0,10.5,1.1,3.2,0.344,0.1,0.2,0.5,1.0,3.0,.333,0.359,0.3,0.5,.600,1.5,1.4,2.9,0.4,0.3,0.2,0.6,1.7,2.6,C,23.0,GSW,10.0,105,6.6,0.38,.063,.156,14.7,14.8,14.7,5.6,1.4,1.7,14.9,16.3,,-0.1,0.1,-0.1,-0.035,,-6.5,-1.1,-7.6,-0.1
287,Brook Lopez,C,31.0,MIL,46.0,45.0,26.3,3.7,8.9,0.415,1.4,4.7,0.29,2.3,4.2,.554,0.491,1.3,1.5,.859,0.6,4.0,4.6,1.6,0.7,2.5,0.9,2.2,10.1,C,31.0,MIL,46.0,1211,13.7,0.526,.529,.173,2.4,14.0,8.6,7.9,1.2,8.3,8.7,16.5,,0.5,2.8,3.3,.131,,-1.9,4.7,2.8,1.5
288,Robin Lopez,C,31.0,MIL,44.0,2.0,14.2,2.4,4.6,0.517,0.4,1.5,0.27699999999999997,2.0,3.1,.632,0.562,0.5,0.9,.537,1.0,1.7,2.7,0.6,0.1,0.7,0.9,1.3,5.6,C,31.0,MIL,44.0,625,11.9,0.5660000000000001,.323,.204,7.1,11.2,9.3,6.0,0.4,4.4,15.4,17.1,,0.2,1.0,1.2,.096,,-2.7,1.0,-1.7,0.1
289,Kevin Love,PF,31.0,CLE,42.0,42.0,31.2,5.9,12.9,0.45399999999999996,2.6,6.7,0.384,3.3,6.2,.529,0.5539999999999999,3.2,3.8,.844,0.8,8.9,9.7,2.9,0.6,0.3,2.6,1.6,17.5,PF,31.0,CLE,42.0,1309,18.0,0.6,.518,.295,2.9,31.8,17.3,14.4,0.9,0.9,15.0,23.5,,1.7,0.9,2.6,.095,,1.1,-0.6,0.4,0.8
290,Kyle Lowry,PG,33.0,TOR,38.0,38.0,36.8,5.9,14.3,0.41,2.8,8.2,0.34299999999999997,3.1,6.1,.500,0.508,5.0,5.8,.856,0.6,4.0,4.6,7.3,1.3,0.4,2.8,3.2,19.6,PG,33.0,TOR,38.0,1397,17.3,0.579,.574,.408,1.6,11.2,6.5,29.3,1.6,1.0,14.3,22.9,,2.8,1.9,4.8,.165,,3.0,-0.1,2.9,1.7
291,Timothé Luwawu-Cabarrot,SG,24.0,BRK,24.0,0.0,14.9,1.6,3.7,0.43799999999999994,0.8,2.0,0.40399999999999997,0.8,1.8,.476,0.545,0.9,1.1,.778,0.4,1.7,2.0,0.6,0.4,0.0,0.8,1.7,4.9,SG,24.0,BRK,24.0,358,8.2,0.585,.528,.303,2.6,11.2,7.0,5.5,1.3,0.2,15.8,14.0,,0.1,0.3,0.4,.058,,-2.8,-1.0,-3.8,-0.2
292,Trey Lyles,PF,24.0,SAS,47.0,37.0,17.3,1.8,4.5,0.405,0.7,2.2,0.327,1.1,2.3,.481,0.486,0.4,0.6,.654,1.2,4.5,5.7,1.1,0.3,0.3,0.6,1.4,4.7,PF,24.0,SAS,47.0,812,11.4,0.499,.495,.124,7.7,27.2,17.6,8.5,0.8,1.7,11.2,13.2,,0.4,0.7,1.1,.065,,-1.8,0.0,-1.8,0.0
293,Daryl Macon,SG,24.0,MIA,4.0,0.0,3.5,0.3,0.8,0.33299999999999996,0.3,0.5,0.5,0.0,0.3,.000,0.5,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.3,0.8,SG,24.0,MIA,4.0,14,-3.0,0.5,.667,.000,0.0,0.0,0.0,9.7,0.0,0.0,40.0,15.7,,0.0,0.0,0.0,-0.156,,-9.4,-5.8,-15.2,0.0
294,Josh Magette,PG,30.0,ORL,8.0,0.0,4.8,0.6,1.9,0.33299999999999996,0.1,0.5,0.25,0.5,1.4,.364,0.36700000000000005,0.1,0.3,.500,0.1,0.6,0.8,0.6,0.4,0.1,0.6,0.5,1.5,PG,30.0,ORL,8.0,38,5.3,0.37799999999999995,.267,.133,2.7,14.4,8.3,19.9,3.9,2.4,23.9,23.8,,-0.2,0.1,-0.1,-0.118,,-8.8,2.1,-6.7,0.0
295,Ian Mahinmi,C,33.0,WAS,27.0,24.0,22.4,2.9,5.8,0.506,0.2,0.7,0.25,2.7,5.0,.544,0.522,2.1,3.3,.636,2.2,3.9,6.1,1.5,0.8,1.4,1.4,3.1,8.1,C,33.0,WAS,27.0,606,14.8,0.562,.128,.564,10.2,19.9,14.9,8.8,1.6,5.2,16.7,16.0,,0.6,0.4,1.0,.078,,-1.6,1.7,0.1,0.3
296,Thon Maker,C,22.0,DET,45.0,7.0,11.5,1.2,2.5,0.5,0.3,0.8,0.316,1.0,1.6,.595,0.5539999999999999,1.3,2.0,.670,0.8,1.6,2.4,0.5,0.4,0.6,0.7,1.6,4.1,C,22.0,DET,45.0,518,13.5,0.607,.339,.786,7.4,15.7,11.5,6.5,1.6,4.2,16.6,15.1,,0.6,0.5,1.1,.105,,-1.6,1.1,-0.6,0.2
297,Terance Mann,SG,23.0,LAC,29.0,6.0,8.3,0.7,1.7,0.43799999999999994,0.1,0.3,0.2,0.7,1.3,.500,0.45799999999999996,0.3,0.4,.750,0.1,0.8,1.0,1.1,0.2,0.2,0.5,1.1,1.8,SG,23.0,LAC,29.0,240,7.2,0.49700000000000005,.208,.250,1.7,10.1,6.0,17.2,1.2,1.8,20.8,11.5,,0.0,0.3,0.3,.053,,-4.1,0.7,-3.5,-0.1
298,Boban Marjanović,C,31.0,DAL,24.0,1.0,9.8,2.5,4.5,0.56,0.1,0.3,0.25,2.5,4.2,.584,0.569,1.0,1.4,.706,1.3,3.0,4.4,0.4,0.2,0.2,0.8,1.5,6.2,C,31.0,DAL,24.0,235,22.3,0.597,.073,.312,14.5,31.9,23.3,6.4,0.8,1.8,12.7,25.8,,0.5,0.3,0.8,.166,,-1.7,-2.4,-4.1,-0.1
