,Player,Pos_x,Age_x,Tm_x,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_y,Age_y,Tm_y,G_y,MP_y,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP
421,Pascal Siakam,PF,25.0,TOR,38.0,38.0,34.9,8.9,19.2,0.462,2.2,6.0,0.37,6.7,13.2,.504,0.52,3.9,4.9,.796,1.1,6.5,7.6,3.4,1.0,0.9,2.5,2.9,23.8,PF,25.0,TOR,38.0,1328,19.2,0.5589999999999999,.311,.255,3.5,19.0,11.4,16.7,1.4,2.6,10.5,29.2,,1.4,2.3,3.7,.133,,0.6,1.1,1.7,1.2
422,Chris Silva,PF,23.0,MIA,32.0,0.0,8.1,1.2,1.8,0.667,0.0,0.1,0.0,1.2,1.7,.691,0.667,0.9,1.3,.674,1.5,1.5,3.0,0.5,0.3,0.5,0.9,2.1,3.3,PF,23.0,MIA,32.0,260,18.2,0.6920000000000001,.035,.754,21.9,20.0,20.9,8.7,1.7,6.0,27.6,17.8,,0.6,0.5,1.0,.188,,0.1,3.0,3.1,0.3
423,Ben Simmons,PG,23.0,PHI,47.0,47.0,36.1,6.7,11.5,0.583,0.0,0.1,0.4,6.6,11.4,.584,0.584,3.2,5.1,.620,2.0,5.8,7.7,8.3,2.2,0.6,3.4,3.3,16.6,PG,23.0,PHI,47.0,1699,20.8,0.604,.009,.449,6.1,17.4,11.8,34.7,3.0,1.4,20.1,20.5,,3.5,3.1,6.6,.188,,1.8,3.4,5.3,3.1
424,Anfernee Simons,SG,20.0,POR,49.0,4.0,22.6,3.4,8.3,0.40299999999999997,1.1,3.4,0.314,2.3,4.9,.467,0.46799999999999997,1.1,1.4,.800,0.4,2.0,2.4,1.5,0.3,0.2,1.0,2.0,9.0,SG,20.0,POR,49.0,1109,8.8,0.499,.413,.171,1.8,9.1,5.5,9.1,0.7,0.7,10.0,18.6,,-0.1,0.2,0.1,.004,,-2.2,-2.5,-4.8,-0.8
425,Alen Smailagić,PF,19.0,GSW,9.0,0.0,10.2,1.8,3.2,0.552,0.2,1.0,0.222,1.6,2.2,.700,0.586,0.9,1.1,.800,0.8,1.7,2.4,0.9,0.1,0.3,0.6,1.1,4.7,PF,19.0,GSW,9.0,92,17.1,0.629,.310,.345,7.8,18.1,12.8,14.2,0.5,2.9,13.0,17.8,,0.2,0.1,0.2,.126,,-0.4,-1.0,-1.4,0.0
426,Marcus Smart,SG,25.0,BOS,38.0,26.0,31.4,4.2,11.1,0.374,2.3,6.6,0.35100000000000003,1.8,4.5,.409,0.479,1.7,2.0,.831,0.7,2.8,3.6,4.8,1.5,0.5,1.5,2.5,12.3,SG,25.0,BOS,38.0,1194,13.7,0.513,.595,.182,2.5,9.7,6.1,21.3,2.3,1.5,10.9,18.3,,1.3,1.7,3.0,.119,,1.2,0.6,1.8,1.2
427,Dennis Smith,PG,22.0,NYK,24.0,1.0,15.4,2.0,5.8,0.336,0.5,1.8,0.302,1.4,4.0,.351,0.382,0.7,1.4,.500,0.6,1.5,2.1,2.6,0.5,0.3,1.5,2.0,5.2,PG,22.0,NYK,24.0,370,6.5,0.4,.307,.243,4.1,10.3,7.1,24.9,1.6,1.8,19.3,22.0,,-0.8,0.2,-0.6,-0.084,,-5.1,-1.2,-6.3,-0.4
428,Ish Smith,PG,31.0,WAS,47.0,12.0,26.3,4.6,10.0,0.46,0.9,2.6,0.35,3.7,7.4,.499,0.505,0.9,1.3,.667,0.4,2.6,3.0,4.6,0.8,0.4,1.3,1.5,11.0,PG,31.0,WAS,47.0,1237,14.1,0.519,.261,.127,1.8,11.0,6.2,24.8,1.5,1.3,10.7,18.7,,1.2,0.0,1.3,.049,,-0.4,-2.2,-2.6,-0.2
429,Zhaire Smith,SG,20.0,PHI,3.0,0.0,7.0,0.3,2.0,0.16699999999999998,0.0,0.7,0.0,0.3,1.3,.250,0.16699999999999998,0.7,1.3,.500,0.0,0.7,0.7,0.7,0.7,0.0,0.3,0.7,1.3,SG,20.0,PHI,3.0,21,1.5,0.258,.333,.667,0.0,10.4,5.3,11.9,4.6,0.0,11.4,18.0,,-0.1,0.0,0.0,-0.100,,-9.4,1.0,-8.4,0.0
430,Tony Snell,SF,28.0,DET,43.0,41.0,26.5,2.9,6.3,0.45399999999999996,1.8,4.4,0.41600000000000004,1.0,1.9,.543,0.6,0.4,0.4,1.000,0.1,1.7,1.8,1.5,0.5,0.3,0.4,1.6,8.0,SF,28.0,DET,43.0,1139,9.7,0.616,.701,.070,0.6,7.2,3.9,7.8,0.9,0.8,6.1,11.3,,1.5,0.3,1.8,.077,,0.5,-1.4,-0.9,0.3
431,Omari Spellman,PF,22.0,GSW,46.0,3.0,17.9,2.7,6.1,0.436,0.9,2.3,0.4,1.7,3.8,.457,0.511,1.5,1.8,.807,1.7,2.9,4.6,1.0,0.7,0.5,1.1,1.2,7.7,PF,22.0,GSW,46.0,823,15.5,0.5579999999999999,.375,.296,9.5,18.0,13.6,8.6,1.9,2.6,13.6,18.9,,0.7,0.7,1.4,.081,,-1.2,-0.1,-1.3,0.1
432,Max Strus,SG,23.0,CHI,2.0,0.0,3.0,1.0,1.5,0.667,0.0,0.5,0.0,1.0,1.0,1.000,0.667,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5,SG,23.0,CHI,2.0,6,30.9,0.727,.333,.333,17.5,0.0,9.1,0.0,0.0,0.0,0.0,24.6,,0.0,0.0,0.0,.325,,7.2,-9.5,-2.3,0.0
433,Edmond Sumner,PG,24.0,IND,19.0,2.0,13.7,1.8,4.2,0.43799999999999994,0.4,1.4,0.308,1.4,2.8,.500,0.488,0.4,0.7,.615,0.4,1.0,1.4,1.5,0.6,0.3,0.7,1.4,4.5,PG,24.0,IND,19.0,260,10.6,0.502,.325,.163,3.4,8.1,5.8,14.5,2.3,2.0,14.0,16.9,,0.0,0.3,0.3,.054,,-2.3,0.5,-1.8,0.0
434,Caleb Swanigan,PF,22.0,TOT,11.0,0.0,7.3,0.7,1.3,0.5710000000000001,0.0,0.0,0.0,0.7,1.3,.571,0.5710000000000001,0.2,0.5,.400,0.6,1.8,2.5,0.6,0.1,0.3,1.3,1.7,1.6,PF,22.0,TOT,11.0,80,4.0,0.556,.000,.357,9.3,26.2,17.8,11.6,0.6,3.4,46.4,16.1,,-0.2,0.1,-0.1,-0.076,,-8.3,1.8,-6.5,-0.1
435,Jayson Tatum,PF,21.0,BOS,43.0,43.0,33.7,7.9,18.1,0.436,2.4,6.5,0.363,5.5,11.5,.478,0.502,3.3,4.0,.841,1.0,5.9,6.9,2.8,1.4,0.8,2.1,2.0,21.5,PF,21.0,BOS,43.0,1450,18.6,0.542,.362,.219,3.2,18.7,11.0,13.5,2.0,2.3,9.7,27.7,,1.4,2.4,3.8,.125,,0.5,0.8,1.2,1.2
436,Jeff Teague,PG,31.0,TOT,41.0,14.0,26.5,3.9,8.9,0.43700000000000006,0.9,2.3,0.379,3.0,6.6,.458,0.486,3.3,3.8,.870,0.5,2.0,2.5,5.8,0.7,0.3,2.2,2.0,12.0,PG,31.0,TOT,41.0,1086,15.2,0.565,.260,.421,1.9,8.3,5.0,32.7,1.3,1.1,17.5,20.0,,1.6,0.5,2.2,.097,,-0.6,-2.4,-3.0,-0.3
437,Garrett Temple,SG,33.0,BRK,42.0,30.0,28.5,3.5,9.5,0.37200000000000005,2.0,6.3,0.321,1.5,3.2,.471,0.478,1.0,1.4,.746,0.5,2.9,3.4,2.5,0.8,0.4,1.2,1.7,10.2,SG,33.0,BRK,42.0,1197,9.6,0.5,.661,.147,2.0,10.1,6.1,12.3,1.4,1.2,10.7,16.7,,0.0,1.1,1.2,.046,,-1.4,-0.2,-1.6,0.1
438,Daniel Theis,C,27.0,BOS,43.0,42.0,22.6,3.3,6.1,0.545,0.4,1.3,0.31,2.9,4.8,.612,0.58,1.0,1.5,.698,2.0,4.1,6.2,1.6,0.7,1.5,0.8,3.4,8.1,C,27.0,BOS,43.0,971,17.2,0.6,.220,.239,9.7,19.6,14.7,10.2,1.5,5.9,11.0,14.4,,2.0,1.8,3.8,.190,,0.6,4.1,4.7,1.7
439,Isaiah Thomas,PG,30.0,WAS,38.0,35.0,23.1,4.4,10.5,0.415,2.0,4.7,0.424,2.4,5.9,.408,0.509,1.6,1.9,.811,0.3,1.4,1.7,3.7,0.3,0.2,1.9,2.0,12.3,PG,30.0,WAS,38.0,878,12.2,0.54,.443,.185,1.3,7.0,4.0,22.8,0.7,0.6,14.6,23.9,,0.4,-0.3,0.1,.004,,-0.4,-5.1,-5.5,-0.8
440,Khyri Thomas,SG,23.0,DET,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,1.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,SG,23.0,DET,2.0,6,3.9,0.568,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,,0.0,0.0,0.0,.026,,-4.6,-3.0,-7.7,0.0
441,Matt Thomas,SG,25.0,TOR,20.0,0.0,10.2,1.5,3.2,0.47600000000000003,1.1,2.4,0.46799999999999997,0.4,0.8,.500,0.6509999999999999,0.3,0.4,.714,0.2,1.1,1.3,0.5,0.2,0.0,0.4,0.8,4.4,SG,25.0,TOR,20.0,204,12.2,0.6579999999999999,.746,.111,2.1,10.6,6.4,7.1,0.9,0.0,10.8,15.5,,0.3,0.2,0.5,.124,,0.5,-2.0,-1.5,0.0
442,Tristan Thompson,C,28.0,CLE,47.0,47.0,31.1,5.0,9.9,0.512,0.1,0.2,0.33299999999999996,5.0,9.7,.515,0.515,1.9,2.9,.638,4.1,6.2,10.4,2.1,0.6,0.9,2.0,2.3,12.0,C,28.0,CLE,47.0,1460,16.7,0.539,.019,.298,14.7,22.3,18.5,10.0,1.0,2.5,14.9,18.0,,1.6,0.8,2.5,.081,,-0.7,0.9,0.2,0.8
443,Matisse Thybulle,SG,22.0,PHI,41.0,10.0,20.1,1.7,4.3,0.386,1.0,2.7,0.366,0.7,1.6,.422,0.503,0.6,0.9,.639,0.5,1.1,1.6,1.3,1.6,0.8,1.0,2.3,4.9,SG,22.0,PHI,41.0,824,9.6,0.521,.636,.205,3.0,5.8,4.4,8.3,3.8,3.5,16.9,12.1,,-0.1,1.6,1.5,.086,,-1.8,3.6,1.8,0.8
444,Anthony Tolliver,PF,34.0,TOT,38.0,9.0,15.7,1.2,3.3,0.34600000000000003,0.8,2.6,0.313,0.3,0.7,.464,0.469,0.3,0.5,.684,0.8,2.3,3.1,0.8,0.2,0.3,0.6,1.6,3.5,PF,34.0,TOT,38.0,598,6.9,0.488,.780,.150,5.1,15.2,10.2,6.8,0.7,1.4,14.5,11.2,,0.0,0.3,0.3,.024,,-1.9,-0.6,-2.6,-0.1
445,Karl-Anthony Towns,C,24.0,MIN,30.0,30.0,33.5,9.2,18.1,0.511,3.4,8.2,0.41200000000000003,5.9,9.9,.593,0.604,5.0,6.2,.812,2.7,8.0,10.7,4.2,0.9,1.2,3.2,3.4,26.9,C,24.0,MIN,30.0,1004,27.6,0.6459999999999999,.452,.343,8.1,25.8,16.7,23.4,1.3,3.0,13.2,29.6,,3.4,1.2,4.7,.222,,7.1,1.4,8.6,2.7
446,Gary Trent,SG,21.0,POR,36.0,2.0,16.3,2.1,5.1,0.41100000000000003,1.3,3.3,0.39799999999999996,0.8,1.9,.433,0.5379999999999999,0.4,0.4,.929,0.4,1.1,1.5,0.9,0.5,0.2,0.3,1.2,5.9,SG,21.0,POR,36.0,586,11.4,0.555,.638,.076,2.5,6.7,4.6,7.5,1.5,1.0,5.4,14.6,,0.7,0.2,0.9,.074,,0.6,-1.9,-1.4,0.1
447,Allonzo Trier,PG,24.0,NYK,20.0,1.0,12.3,1.9,4.3,0.435,0.8,2.3,0.326,1.1,2.0,.564,0.524,1.6,2.0,.795,0.2,1.1,1.3,1.2,0.1,0.2,1.0,1.2,6.0,PG,24.0,NYK,20.0,246,12.3,0.5870000000000001,.541,.459,1.6,9.7,5.5,14.7,0.4,1.5,16.4,21.0,,0.2,0.0,0.3,.051,,-0.9,-3.3,-4.3,-0.1
448,P.J. Tucker,PF,34.0,HOU,48.0,48.0,35.0,2.6,6.0,0.441,1.5,4.0,0.365,1.2,2.0,.594,0.563,0.7,0.9,.833,1.6,5.5,7.1,1.7,1.2,0.4,1.1,3.4,7.5,PF,34.0,HOU,48.0,1682,8.9,0.586,.667,.146,4.7,16.2,10.5,6.1,1.5,1.1,15.0,8.8,,1.5,1.6,3.1,.088,,-0.7,1.5,0.8,1.2
449,Rayjon Tucker,SG,22.0,UTA,11.0,0.0,6.5,0.6,1.6,0.389,0.0,0.5,0.0,0.6,1.1,.583,0.389,0.3,0.5,.600,0.2,0.7,0.9,0.2,0.1,0.0,0.3,0.5,1.5,SG,22.0,UTA,11.0,71,3.6,0.42100000000000004,.333,.278,3.2,11.7,7.7,3.8,0.7,0.0,12.9,14.3,,-0.1,0.1,0.0,-0.023,,-5.9,-1.2,-7.2,-0.1
450,Evan Turner,PG,31.0,ATL,18.0,0.0,12.8,1.3,3.5,0.381,0.0,0.3,0.0,1.3,3.2,.414,0.381,0.7,0.8,.857,0.4,1.6,2.0,2.0,0.4,0.4,1.4,1.0,3.3,PG,31.0,ATL,18.0,230,7.3,0.434,.079,.222,3.2,13.7,8.4,21.6,1.6,2.9,26.6,16.9,,-0.4,0.2,-0.3,-0.058,,-7.3,0.4,-6.9,-0.3
451,Myles Turner,C,23.0,IND,38.0,38.0,28.9,4.3,9.6,0.446,1.4,4.2,0.335,2.8,5.3,.535,0.521,2.1,2.9,.743,1.2,4.8,6.0,1.2,0.7,1.9,1.2,2.6,12.1,C,23.0,IND,38.0,1099,14.7,0.5579999999999999,.444,.300,4.8,18.3,11.6,5.5,1.2,5.9,10.3,18.3,,0.8,1.7,2.5,.110,,-0.9,2.4,1.5,1.0
452,Jonas Valančiūnas,C,27.0,MEM,46.0,46.0,25.7,6.3,10.7,0.588,0.6,1.5,0.391,5.7,9.2,.620,0.616,1.8,2.5,.735,2.8,7.3,10.1,2.0,0.5,1.1,1.9,2.8,15.0,C,27.0,MEM,46.0,1184,22.1,0.636,.140,.229,11.8,30.0,21.0,11.8,0.8,3.6,14.0,22.2,,2.7,1.4,4.0,.164,,1.3,1.1,2.4,1.3
453,Denzel Valentine,SF,26.0,CHI,29.0,0.0,12.1,2.2,5.5,0.409,1.2,3.3,0.365,1.0,2.2,.476,0.519,0.2,0.2,1.000,0.1,1.8,1.9,1.1,0.7,0.2,0.7,1.3,5.9,SF,26.0,CHI,29.0,352,13.5,0.527,.604,.031,1.2,16.8,8.7,14.6,2.7,1.3,10.5,21.9,,0.0,0.5,0.5,.070,,-1.1,-0.3,-1.4,0.1
454,Jarred Vanderbilt,SF,20.0,DEN,7.0,0.0,4.1,0.3,0.6,0.5,0.0,0.0,0.0,0.3,0.6,.500,0.5,0.0,0.0,,0.1,0.4,0.6,0.1,0.1,0.0,0.7,0.3,0.6,SF,20.0,DEN,7.0,29,-1.9,0.5,.000,.000,3.7,11.4,7.6,4.4,1.7,0.0,55.6,13.4,,-0.1,0.0,-0.1,-0.160,,-10.8,0.3,-10.5,-0.1
455,Fred VanVleet,PG,25.0,TOR,39.0,39.0,35.9,6.0,14.7,0.40700000000000003,2.7,6.9,0.39799999999999996,3.3,7.8,.415,0.5,3.2,3.9,.828,0.4,3.5,3.9,6.9,1.9,0.3,2.2,2.3,17.9,PG,25.0,TOR,39.0,1402,16.9,0.546,.468,.263,1.2,10.0,5.7,28.8,2.6,0.9,11.9,22.2,,2.2,2.2,4.4,.150,,1.9,0.6,2.5,1.6
456,Gabe Vincent,PG,23.0,MIA,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PG,23.0,MIA,1.0,1,-40.5,0.0,1.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.1,,0.0,0.0,0.0,-1.077,,-28.4,-15.0,-43.4,0.0
457,Noah Vonleh,C,24.0,MIN,29.0,1.0,12.0,1.6,3.0,0.547,0.1,0.5,0.14300000000000002,1.6,2.5,.625,0.5579999999999999,0.8,1.0,.821,1.2,2.8,4.0,0.9,0.4,0.2,0.7,1.2,4.1,C,24.0,MIN,29.0,347,15.6,0.605,.163,.326,9.9,25.4,17.4,11.0,1.5,1.4,16.2,14.0,,0.6,0.4,1.0,.132,,-1.8,0.9,-0.9,0.1
458,Nikola Vučević,C,29.0,ORL,37.0,37.0,31.6,7.4,16.6,0.442,1.7,4.8,0.35600000000000004,5.6,11.8,.477,0.493,2.2,2.8,.814,2.7,8.3,11.0,3.5,0.9,0.8,1.4,2.3,18.6,C,29.0,ORL,37.0,1169,21.6,0.523,.288,.166,8.7,28.9,18.4,19.5,1.5,2.4,7.2,26.3,,1.7,2.0,3.7,.151,,1.9,2.2,4.1,1.8
459,Dean Wade,PF,23.0,CLE,9.0,0.0,5.6,0.8,1.1,0.7,0.2,0.3,0.667,0.6,0.8,.714,0.8,0.0,0.1,.000,0.2,1.4,1.7,0.1,0.2,0.3,0.3,0.8,1.8,PF,23.0,CLE,9.0,50,14.9,0.7659999999999999,.300,.100,4.4,28.9,16.6,2.9,1.9,5.1,22.3,11.5,,0.0,0.1,0.1,.103,,-3.1,1.4,-1.7,0.0
460,Moritz Wagner,C,22.0,WAS,21.0,4.0,20.4,4.4,7.6,0.581,1.0,2.7,0.39299999999999996,3.4,5.0,.683,0.65,1.7,2.0,.837,1.6,4.4,6.0,1.3,0.7,0.6,2.0,3.9,11.6,C,22.0,WAS,21.0,429,18.6,0.682,.350,.269,8.3,24.6,16.2,9.8,1.6,2.6,19.4,21.4,,0.8,0.2,1.0,.113,,1.1,-0.8,0.3,0.3
461,Dion Waiters,SG,28.0,MIA,3.0,0.0,14.0,3.3,8.7,0.385,2.7,5.7,0.47100000000000003,0.7,3.0,.222,0.5379999999999999,0.0,0.3,.000,0.0,3.7,3.7,1.0,0.0,0.7,1.0,1.7,9.3,SG,28.0,MIA,3.0,42,13.9,0.53,.654,.038,0.0,27.7,14.7,12.5,0.0,4.6,10.2,30.9,,0.0,0.1,0.0,.013,,-2.3,-2.0,-4.3,0.0
462,Kemba Walker,PG,29.0,BOS,42.0,42.0,32.1,7.4,16.9,0.439,3.4,8.8,0.38799999999999996,4.0,8.0,.494,0.54,3.8,4.4,.865,0.7,3.2,4.0,5.0,1.0,0.6,2.2,1.6,22.0,PG,29.0,BOS,42.0,1347,21.7,0.586,.523,.261,2.4,10.8,6.6,25.1,1.6,1.7,10.3,27.9,,3.6,1.7,5.3,.188,,5.2,-0.8,4.4,2.2
463,Lonnie Walker,SG,21.0,SAS,39.0,1.0,12.7,2.2,4.9,0.446,0.6,1.4,0.40700000000000003,1.6,3.6,.460,0.503,0.8,1.1,.721,0.3,1.6,1.9,0.6,0.4,0.1,0.6,1.2,5.8,SG,21.0,SAS,39.0,495,11.9,0.531,.280,.223,2.6,13.4,8.1,7.3,1.6,0.9,9.4,20.4,,0.1,0.3,0.4,.037,,-2.5,-2.3,-4.7,-0.3
464,Tyrone Wallace,SG,25.0,ATL,14.0,0.0,11.4,1.0,3.1,0.318,0.1,1.1,0.067,0.9,2.1,.448,0.33,0.8,1.2,.647,0.2,1.4,1.6,0.9,0.5,0.1,0.7,1.4,2.9,SG,25.0,ATL,14.0,160,4.0,0.389,.341,.386,2.0,12.9,7.4,11.0,2.0,0.5,16.3,15.9,,-0.3,0.1,-0.2,-0.070,,-6.9,-1.2,-8.1,-0.2
465,Taurean Waller-Prince,SF,25.0,BRK,47.0,47.0,29.9,4.6,11.7,0.389,2.5,6.9,0.36,2.1,4.9,.430,0.495,1.0,1.2,.789,0.8,5.6,6.4,2.1,1.0,0.4,2.0,2.5,12.6,SF,25.0,BRK,47.0,1407,10.3,0.512,.583,.103,2.9,18.9,11.1,10.5,1.5,1.1,14.1,20.0,,-0.8,1.8,1.0,.034,,-2.2,0.4,-1.8,0.1
466,Derrick Walton,PG,24.0,LAC,23.0,1.0,9.7,0.7,1.6,0.47200000000000003,0.4,0.9,0.429,0.3,0.7,.533,0.597,0.3,0.4,.778,0.1,0.6,0.7,1.0,0.2,0.0,0.2,0.8,2.2,PG,24.0,LAC,23.0,222,8.5,0.626,.583,.250,0.9,5.9,3.5,12.6,0.8,0.0,9.1,8.2,,0.4,0.2,0.5,.111,,-0.9,-1.4,-2.2,0.0
467,Brad Wanamaker,PG,30.0,BOS,46.0,0.0,18.2,2.0,4.8,0.41700000000000004,0.4,1.3,0.32299999999999995,1.6,3.5,.453,0.462,1.6,1.8,.915,0.3,1.7,2.0,2.6,0.6,0.2,1.1,1.8,6.1,PG,30.0,BOS,46.0,837,11.3,0.542,.278,.368,1.7,10.0,5.8,19.1,1.5,1.2,16.2,15.7,,0.7,1.0,1.7,.100,,-2.0,-0.2,-2.2,0.0
468,T.J. Warren,SF,26.0,IND,48.0,48.0,32.4,7.3,14.1,0.517,1.2,3.1,0.381,6.1,11.1,.555,0.5579999999999999,2.6,3.1,.821,1.0,2.8,3.8,1.4,1.1,0.5,1.2,2.6,18.4,SF,26.0,IND,48.0,1553,17.0,0.5920000000000001,.216,.222,3.3,9.6,6.4,6.7,1.7,1.2,7.2,22.7,,2.5,1.6,4.1,.128,,1.0,-0.9,0.1,0.8
469,PJ Washington,PF,21.0,CHO,43.0,43.0,30.1,4.6,9.6,0.47700000000000004,1.4,3.4,0.401,3.2,6.2,.519,0.5479999999999999,1.7,2.5,.657,0.8,4.5,5.3,2.0,0.9,0.8,1.6,2.8,12.2,PF,21.0,CHO,43.0,1294,13.0,0.569,.356,.262,2.8,17.2,9.7,11.0,1.5,2.5,12.9,17.9,,0.7,1.0,1.8,.065,,-1.5,0.5,-1.0,0.3
470,Yuta Watanabe,SG,25.0,MEM,6.0,0.0,4.3,0.5,1.0,0.5,0.2,0.3,0.5,0.3,0.7,.500,0.583,0.0,0.3,.000,0.2,0.7,0.8,0.0,0.0,0.2,0.2,0.3,1.2,SG,25.0,MEM,6.0,26,6.1,0.509,.333,.333,4.2,16.2,10.3,0.0,0.0,3.3,12.7,12.7,,0.0,0.0,0.0,-0.018,,-6.7,-3.6,-10.3,-0.1
471,Tremont Waters,PG,22.0,BOS,6.0,0.0,9.3,1.5,4.2,0.36,0.3,2.3,0.14300000000000002,1.2,1.8,.636,0.4,1.0,1.0,1.000,0.0,1.0,1.0,1.3,0.7,0.3,0.8,1.0,4.3,PG,22.0,BOS,6.0,56,12.4,0.47,.560,.240,0.0,11.5,5.8,20.5,3.4,3.3,15.3,24.8,,-0.1,0.1,0.0,.042,,-2.9,0.7,-2.1,0.0
472,Paul Watson,SG-SF,25.0,TOT,3.0,0.0,6.3,0.0,2.3,0.0,0.0,1.0,0.0,0.0,1.3,.000,0.0,0.0,0.0,,0.0,0.7,0.7,1.0,0.3,0.0,0.0,0.3,0.0,SG-SF,25.0,TOT,3.0,19,-6.3,0.0,.429,.000,0.0,11.5,5.7,19.1,2.4,0.0,0.0,15.2,,-0.1,0.0,-0.1,-0.282,,-12.6,-1.5,-14.2,-0.1
473,Russell Westbrook,PG,31.0,HOU,41.0,41.0,35.9,10.1,22.3,0.456,1.0,4.2,0.23399999999999999,9.2,18.1,.507,0.478,5.2,6.6,.789,1.7,6.4,8.0,7.4,1.7,0.4,4.4,3.6,26.5,PG,31.0,HOU,41.0,1473,20.8,0.526,.187,.296,4.9,18.4,11.6,35.8,2.1,0.9,14.9,33.7,,1.6,1.7,3.3,.108,,0.9,1.0,1.9,1.5
474,Coby White,SG,19.0,CHI,51.0,0.0,23.9,4.1,10.8,0.376,1.8,5.1,0.345,2.3,5.7,.405,0.45799999999999996,1.2,1.7,.729,0.5,3.0,3.4,2.1,0.7,0.1,1.5,1.6,11.1,SG,19.0,CHI,51.0,1221,10.0,0.48200000000000004,.475,.155,2.0,14.0,7.8,13.9,1.5,0.3,11.5,23.3,,-1.1,1.2,0.1,.004,,-3.0,-1.5,-4.5,-0.8
475,Derrick White,SG,25.0,SAS,45.0,11.0,23.8,3.4,7.4,0.46399999999999997,1.0,2.6,0.38299999999999995,2.5,4.9,.507,0.53,2.1,2.5,.823,0.5,2.5,3.0,3.3,0.6,0.8,1.2,2.1,9.9,SG,25.0,SAS,45.0,1070,15.2,0.5820000000000001,.344,.338,2.3,11.2,6.8,18.9,1.2,3.0,12.5,17.7,,1.7,0.7,2.4,.106,,0.6,-0.3,0.3,0.6
476,Hassan Whiteside,C,30.0,POR,45.0,45.0,30.7,6.6,10.8,0.609,0.0,0.1,0.5,6.5,10.7,.610,0.611,2.7,3.7,.737,4.0,9.9,13.9,1.2,0.4,3.1,1.9,3.0,15.9,C,30.0,POR,45.0,1380,25.3,0.6409999999999999,.008,.344,13.6,32.7,23.3,6.0,0.6,8.6,13.3,19.8,,3.9,2.2,6.1,.212,,0.1,3.3,3.4,1.9
477,Andrew Wiggins,SF,24.0,MIN,39.0,39.0,34.8,8.6,19.2,0.44799999999999995,2.2,6.7,0.33299999999999996,6.4,12.5,.509,0.506,3.5,4.9,.721,1.2,4.0,5.2,3.7,0.7,0.9,2.5,2.4,22.9,SF,24.0,MIN,39.0,1357,16.9,0.5379999999999999,.349,.254,3.3,12.4,7.7,18.6,0.9,2.1,10.3,28.3,,1.0,0.9,1.8,.065,,0.7,-1.3,-0.6,0.5
478,Grant Williams,PF,21.0,BOS,45.0,3.0,15.0,1.2,3.1,0.384,0.3,1.3,0.233,0.9,1.7,.500,0.435,0.6,0.9,.690,0.9,1.7,2.6,1.1,0.4,0.5,0.8,2.3,3.3,PF,21.0,BOS,45.0,676,7.1,0.47600000000000003,.435,.304,6.4,12.0,9.2,9.3,1.3,3.0,19.1,12.2,,-0.1,0.9,0.8,.057,,-3.0,1.8,-1.2,0.1
479,Johnathan Williams,C,24.0,WAS,10.0,5.0,13.4,1.6,2.5,0.64,0.0,0.2,0.0,1.6,2.3,.696,0.64,0.3,0.5,.600,1.5,2.8,4.3,0.6,0.1,0.6,0.4,1.1,3.5,C,24.0,WAS,10.0,134,14.6,0.643,.080,.200,11.8,23.7,17.5,5.9,0.3,3.8,12.8,9.6,,0.3,0.0,0.3,.109,,-1.2,-0.3,-1.5,0.0
480,Kenrich Williams,PF,25.0,NOP,35.0,18.0,22.3,1.4,4.1,0.34299999999999997,0.7,2.7,0.26,0.7,1.3,.511,0.43,0.3,0.7,.375,1.4,3.7,5.1,1.5,0.7,0.6,0.6,2.3,3.8,PF,25.0,NOP,35.0,779,7.8,0.43,.671,.168,6.6,17.7,12.1,8.5,1.5,2.3,12.0,9.2,,0.1,0.7,0.7,.046,,-2.2,1.7,-0.5,0.3
481,Lou Williams,SG,33.0,LAC,45.0,6.0,30.0,6.4,15.4,0.415,1.9,5.3,0.361,4.5,10.1,.444,0.478,5.0,5.8,.873,0.4,2.6,3.0,6.0,0.6,0.2,3.1,1.4,19.7,SG,33.0,LAC,45.0,1349,17.7,0.551,.344,.376,1.5,8.7,5.1,31.1,1.0,0.5,14.6,28.8,,2.0,1.2,3.2,.113,,1.5,-2.0,-0.5,0.5
